Key,TEST_RULE,ACT_English,ACT_Math,ACT_Reading,ACT_Science_Reasoning,ACT_Composite,ACT_Combined English_Writing,TEST_RULE,SAT_Critical_Reading,SAT_Mathematics,SAT_Writing
097482,,,,,,,,,,,
097540,,,,,,,,,,,
097551,,,,,,,,,,,
097595,ACT,27,29,33,30,30,,,,,
097602,,,,,,,,,,,
097735,,,,,,,,,,,
097782,,,,,,,,,,,
097792,,,,,,,,,,,
097796,ACT,33,34,28,36,32,,,,,
097810,ACT,33,32,29,28,30,,,,,
097813,ACT,30,30,36,31,32,,,,,
097843,,,,,,,,,,,
097859,ACT,31,29,31,33,31,,,,,
097872,,,,,,,,,,,
097899,,,,,,,,,,,
097941,,,,,,,,,,,
097984,,,,,,,,,,,
098032,ACT,28,24,30,24,27,,,,,
098053,ACT,22,27,20,24,23,,,,,
098092,,,,,,,,,,,
098112,ACT,35,27,33,27,31,,,,,
098125,,,,,,,,,,,
098140,ACT,33,34,23,28,30,,,,,
098199,ACT,35,35,34,36,35,,,,,
098268,,,,,,,,,,,
098315,ACT,26,29,35,27,29,,,,,
098381,,,,,,,,,,,
098435,ACT,29,24,31,20,26,,,,,
098480,,,,,,,,,,,
098489,ACT,22,24,19,24,22,,,,,
098562,ACT,33,30,30,34,32,,,,,
098573,,,,,,,,,,,
098578,,,,,,,,,,,
098628,,,,,,,,,,,
098630,,,,,,,,,,,
098662,ACT,35,31,35,34,34,,,,,
098690,ACT,27,28,24,23,25,,,,,
098729,ACT,30,31,26,26,28,,,,,
098732,,,,,,,,,,,
098882,,,,,,,,,,,
098894,,,,,,,,,,,
099022,,,,,,,,,,,
099047,,,,,,,,,,,
099090,,,,,,,,,,,
099098,,,,,,,,,,,
099175,,,,,,,,,,,
099177,,,,,,,,,,,
099226,,,,,,,,,,,
099337,ACT,35,31,35,31,32,,,,,
099393,ACT,34,34,35,31,33,,,,,
099420,,,,,,,,,,,
099426,,,,,,,,,,,
099475,,,,,,,,,,,
099508,,,,,,,,,,,
099523,,,,,,,,,,,
099532,,,,,,,,,,,
099674,ACT,26,31,22,28,26,,,,,
099717,,,,,,,,,,,
099736,,,,,,,,,,,
099741,,,,,,,,,,,
099759,,,,,,,,,,,
099762,,,,,,,,,,,
099805,ACT,32,32,27,31,31,,,,,
099820,,,,,,,,,,,
099832,,,,,,,,,,,
099847,,,,,,,,,,,
099973,,,,,,,,,,,
099982,,,,,,,,,,,
099988,,,,,,,,,,,
100034,,,,,,,,,,,
100036,ACT,34,35,35,34,34,,,,,
100057,ACT,31,31,31,33,32,,,,,
100077,ACT,36,29,32,29,32,,,,,
100079,,,,,,,,,,,
100118,,,,,,,,,,,
100122,,,,,,,,,,,
100126,ACT,34,32,36,32,33,,,,,
100158,,,,,,,,,,,
100240,,,,,,,,,,,
100332,,,,,,,,,,,
100358,,,,,,,,,,,
100384,ACT,25,28,28,29,28,,,,,
100418,ACT,31,26,24,27,27,,,,,
100434,,,,,,,,,,,
100473,ACT,21,31,18,22,23,,,,,
100518,ACT,21,29,19,23,23,,,,,
100553,,,,,,,,,,,
100601,,,,,,,,,,,
100634,,,,,,,,,,,
100696,ACT,33,34,30,36,33,,,,,
100713,,,,,,,,,,,
100765,,,,,,,,,,,
100786,ACT,24,28,32,30,27,,,,,
100844,,,,,,,,,,,
100855,,,,,,,,,,,
100929,,,,,,,,,,,
101236,,,,,,,,,,,
101237,ACT,32,35,31,36,33,,,,,
101266,,,,,,,,,,,
101311,ACT,32,34,33,33,33,,,,,
101333,,,,,,,,,,,
101463,,,,,,,,,,,
101538,ACT,33,34,36,31,32,,,,,
101604,,,,,,,,,,,
101657,,,,,,,,,,,
101670,ACT,29,31,33,33,32,,,,,
101676,ACT,35,30,34,31,32,,,,,
101711,ACT,25,26,22,24,24,,,,,
101763,,,,,,,,SAT,610,530,520
101796,,,,,,,,,,,
101841,,,,,,,,,,,
101849,,,,,,,,,,,
101896,,,,,,,,,,,
101899,ACT,34,34,35,34,34,,,,,
101909,,,,,,,,,,,
102004,,,,,,,,,,,
102051,,,,,,,,,,,
102063,,,,,,,,,,,
102141,ACT,29,27,25,28,26,,,,,
102154,,,,,,,,,,,
102160,,,,,,,,,,,
102185,,,,,,,,,,,
102199,,,,,,,,,,,
102204,ACT,35,35,33,30,33,,,,,
102223,,,,,,,,,,,
102290,ACT,31,29,32,34,32,,,,,
102322,,,,,,,,,,,
102355,ACT,31,32,18,25,27,,,,,
102367,,,,,,,,,,,
102467,ACT,26,34,21,28,27,,,,,
102497,,,,,,,,,,,
102504,,,,,,,,,,,
102522,ACT,24,35,21,30,28,,,,,
102620,ACT,34,34,23,31,29,,,,,
102685,ACT,28,28,34,28,29,,,,,
102749,ACT,33,26,25,24,27,,,,,
102759,,,,,,,,,,,
102766,,,,,,,,,,,
102780,,,,,,,,,,,
102833,,,,,,,,,,,
102876,ACT,25,35,23,33,28,,,,,
102882,,,,,,,,,,,
102885,ACT,26,28,25,27,27,,,,,
102949,,,,,,,,,,,
102978,,,,,,,,,,,
103019,,,,,,,,,,,
103050,,,,,,,,,,,
103054,ACT,23,27,24,24,24,,,,,
103151,ACT,33,30,26,25,28,,,,,
103164,,,,,,,,,,,
103172,ACT,31,32,31,30,31,,,,,
103269,,,,,,,,,,,
103283,ACT,35,36,33,35,35,,,,,
103345,,,,,,,,,,,
103445,,,,,,,,,,,
103507,,,,,,,,,,,
103516,ACT,18,30,23,26,24,,,,,
103592,,,,,,,,,,,
103638,,,,,,,,,,,
103644,ACT,36,35,35,36,35,,,,,
103698,,,,,,,,,,,
103786,,,,,,,,,,,
103813,,,,,,,,,,,
103816,,,,,,,,,,,
103821,ACT,28,29,25,24,27,,,,,
103872,,,,,,,,,,,
103898,ACT,30,29,35,31,30,,,,,
103961,,,,,,,,,,,
104003,ACT,25,31,32,28,29,,,,,
104013,,,,,,,,,,,
104082,ACT,35,27,36,32,33,,,,,
104106,ACT,25,27,30,26,27,,,,,
104208,ACT,27,30,33,33,31,,SAT,620,630,440
104233,,,,,,,,,,,
104292,ACT,24,32,34,28,30,,,,,
104299,ACT,33,36,34,35,35,,,,,
104311,ACT,34,35,24,27,30,,,,,
104345,,,,,,,,,,,
104425,ACT,35,33,34,36,35,,,,,
104488,ACT,32,30,35,35,33,,,,,
104504,,,,,,,,,,,
104509,ACT,25,29,32,32,30,,,,,
104557,ACT,35,36,35,36,36,,,,,
104575,ACT,36,33,36,34,35,,,,,
104577,,,,,,,,,,,
104676,,,,,,,,,,,
104678,,,,,,,,,,,
104828,ACT,35,35,33,32,33,,,,,
104918,ACT,25,24,23,26,25,,,,,
104988,,,,,,,,,,,
105073,,,,,,,,,,,
105175,,,,,,,,,,,
105220,,,,,,,,,,,
105371,,,,,,,,,,,
105378,,,,,,,,,,,
105447,,,,,,,,,,,
105452,ACT,29,28,34,30,30,,,,,
105515,ACT,20,30,19,28,24,,,,,
105534,,,,,,,,,,,
105606,,,,,,,,,,,
105665,,,,,,,,,,,
105744,,,,,,,,,,,
105748,,,,,,,,,,,
105787,,,,,,,,,,,
105823,,,,,,,,,,,
105851,,,,,,,,,,,
105891,,,,,,,,,,,
105894,ACT,33,32,34,26,31,,,,,
105952,ACT,33,30,29,30,30,,,,,
105954,,,,,,,,,,,
106115,,,,,,,,,,,
106169,,,,,,,,,,,
106183,ACT,35,34,36,33,33,,,,,
106256,,,,,,,,,,,
107040,,,,,,,,,,,
107410,,,,,,,,,,,
107440,ACT,28,34,23,35,30,,,,,
107571,,,,,,,,,,,
108098,,,,,,,,,,,
108138,,,,,,,,,,,
108151,,,,,,,,,,,
108170,ACT,23,35,17,32,26,,,,,
108174,ACT,27,26,22,24,23,,,,,
108376,,,,,,,,,,,
108433,,,,,,,,,,,
108464,,,,,,,,,,,
108789,,,,,,,,,,,
109194,ACT,31,31,32,34,32,,,,,
109308,,,,,,,,,,,
109455,ACT,23,29,32,23,27,,SAT,380,440,390
109684,,,,,,,,,,,
109697,,,,,,,,,,,
109733,,,,,,,,,,,
109737,,,,,,,,,,,
110056,,,,,,,,,,,
110068,,,,,,,,,,,
110405,ACT,31,31,32,31,31,,,,,
110446,,,,,,,,,,,
110471,ACT,25,33,22,28,27,,,,,
111468,ACT,26,28,25,26,26,,,,,
111561,,,,,,,,,,,
112205,ACT,24,26,28,26,26,,,,,
112268,ACT,22,25,24,23,23,,,,,
112421,,,,,,,,,,,
112440,ACT,26,28,28,31,28,,,,,
113365,,,,,,,,,,,
113373,ACT,16,26,19,22,21,,,,,
113789,,,,,,,,,,,
113896,ACT,31,29,32,30,31,,,,,
113999,ACT,35,31,30,24,30,,,,,
114184,,,,,,,,,,,
115050,,,,,,,,,,,
115381,,,,,,,,,,,
116467,ACT,26,35,19,33,28,,,,,
116966,,,,,,,,SAT,460,680,480
117666,,,,,,,,SAT,540,510,550
117784,ACT,20,23,22,22,21,,,,,
117793,ACT,35,35,33,35,35,,,,,
118482,,,,,,,,,,,
118504,,,,,,,,,,,
118941,,,,,,,,,,,
118964,,,,,,,,,,,
119487,ACT,21,26,22,26,24,,,,,
119496,,,,,,,,,,,
119816,ACT,32,31,34,33,32,,,,,
119891,ACT,35,33,35,31,34,,,,,
119907,ACT,31,29,33,34,32,,SAT,630,660,650
120345,,,,,,,,,,,
120436,ACT,25,25,22,24,24,,,,,
120437,ACT,29,28,25,28,28,,,,,
120523,,,,,,,,,,,
120862,,,,,,,,,,,
120934,,,,,,,,,,,
121098,,,,,,,,,,,
121295,ACT,25,30,30,26,26,,,,,
121358,ACT,33,29,24,25,28,,,,,
121740,,,,,,,,,,,
122137,,,,,,,,,,,
122210,,,,,,,,,,,
122212,,,,,,,,,,,
122395,ACT,25,26,26,28,26,,,,,
122625,ACT,33,31,30,28,31,,,,,
122668,ACT,35,31,32,36,33,,,,,
122708,,,,,,,,,,,
123251,,,,,,,,,,,
123345,ACT,23,33,29,29,29,,,,,
123605,ACT,21,18,30,24,23,,,,,
123685,,,,,,,,,,,
123687,ACT,24,18,27,21,23,,,,,
123716,ACT,28,27,28,26,27,,,,,
123761,,,,,,,,,,,
123931,,,,,,,,,,,
124218,,,,,,,,,,,
124282,,,,,,,,,,,
124328,ACT,21,26,19,23,22,,,,,
124443,,,,,,,,,,,
124453,ACT,30,29,28,25,28,,,,,
124540,,,,,,,,,,,
124560,,,,,,,,,,,
124722,,,,,,,,,,,
124726,,,,,,,,,,,
125022,,,,,,,,,,,
125617,,,,,,,,,,,
125765,ACT,24,28,34,33,30,,,,,
125803,,,,,,,,,,,
125817,,,,,,,,,,,
125930,,,,,,,,,,,
125966,ACT,32,34,31,35,33,,,,,
126115,ACT,35,32,36,36,34,,,,,
126143,ACT,15,24,21,21,20,,,,,
126227,ACT,24,35,28,26,28,,,,,
126317,,,,,,,,,,,
126529,ACT,29,27,31,29,29,,,,,
127076,ACT,22,24,29,24,25,,,,,
127453,,,,,,,,,,,
127617,ACT,27,28,36,31,31,,,,,
128106,,,,,,,,,,,
128355,,,,,,,,,,,
128559,,,,,,,,,,,
128741,ACT,22,35,32,25,29,,,,,
128749,ACT,18,23,22,23,21,,,,,
129080,,,,,,,,,,,
129696,ACT,29,29,35,26,30,,,,,
130820,ACT,21,25,26,21,23,,,,,
131290,,,,,,,,,,,
131316,,,,,,,,,,,
131317,ACT,34,32,34,33,33,,,,,
131334,ACT,27,27,30,26,27,,,,,
131335,ACT,27,29,30,26,28,,,,,
131346,ACT,29,29,26,30,29,,,,,
131348,ACT,26,25,28,24,26,,,,,
131363,,,,,,,,,,,
131372,ACT,20,27,21,24,23,,,,,
131378,ACT,35,32,32,29,32,,,,,
131408,,,,,,,,,,,
131414,ACT,23,26,26,26,25,,,,,
131445,ACT,25,27,31,29,28,,,,,
131448,,,,,,,,,,,
131474,ACT,24,32,28,32,29,,,,,
131489,,,,,,,,,,,
131490,ACT,24,29,29,27,27,,,,,
131509,ACT,27,30,32,36,30,,,,,
131520,,,,,,,,,,,
131523,ACT,32,31,31,28,31,,,,,
131536,ACT,34,28,34,31,32,,,,,
131610,ACT,33,33,27,31,31,,,,,
131638,,,,,,,,,,,
131656,ACT,27,30,31,28,28,,,,,
131676,,,,,,,,,,,
131716,ACT,34,33,32,29,31,,,,,
131721,ACT,33,30,32,33,32,,,,,
131729,ACT,25,25,28,28,26,,,,,
131734,ACT,24,26,27,26,25,,,,,
131751,ACT,20,30,22,28,25,,,,,
131753,ACT,35,29,35,33,32,,,,,
131813,ACT,33,29,22,29,28,,,,,
131821,,,,,,,,,,,
131841,ACT,22,31,25,30,27,,,,,
131868,ACT,29,26,25,33,28,,,,,
131869,,,,,,,,,,,
131877,ACT,30,31,33,25,29,,,,,
131888,ACT,22,25,28,32,27,,,,,
131893,ACT,22,31,31,26,27,,,,,
131902,ACT,26,28,31,26,28,,,,,
131926,,,,,,,,,,,
131931,ACT,28,28,31,26,28,,,,,
131945,,,,,,,,,,,
131946,ACT,20,25,19,23,22,,,,,
131953,ACT,30,30,30,32,29,,,,,
131967,ACT,21,27,23,28,25,,,,,
131981,ACT,23,27,20,26,24,,,,,
131986,,,,,,,,,,,
131987,,,,,,,,,,,
131988,ACT,25,27,31,28,28,,,,,
131996,ACT,33,32,35,36,34,,,,,
132031,,,,,,,,,,,
132036,ACT,20,25,25,22,23,,,,,
132048,ACT,30,23,31,29,27,,,,,
132049,,,,,,,,,,,
132064,ACT,33,33,35,31,33,,,,,
132066,,,,,,,,,,,
132078,,,,,,,,,,,
132084,,,,,,,,,,,
132085,ACT,27,28,34,29,29,,,,,
132095,ACT,25,23,26,23,24,,,,,
132096,ACT,36,31,31,29,32,,,,,
132123,ACT,27,26,22,29,26,,,,,
132127,ACT,22,24,26,21,23,,,,,
132130,,,,,,,,,,,
132132,,,,,,,,,,,
132152,ACT,34,29,36,36,34,,,,,
132158,ACT,32,31,33,34,32,,,,,
132167,,,,,,,,,,,
132181,ACT,23,32,24,35,28,,,,,
132184,ACT,25,30,30,22,27,,,,,
132188,ACT,36,34,35,33,35,,,,,
132208,ACT,32,28,31,29,30,,,,,
132216,ACT,34,29,35,26,31,,,,,
132217,ACT,22,31,20,23,24,,,,,
132237,ACT,36,33,35,35,35,,,,,
132275,ACT,34,28,34,34,33,,,,,
132312,ACT,30,32,34,34,33,,,,,
132324,ACT,30,31,28,31,30,,,,,
132328,,,,,,,,,,,
132336,ACT,31,29,25,29,29,,,,,
132340,ACT,23,27,24,28,25,,,,,
132343,ACT,35,34,29,32,33,,,,,
132344,ACT,35,32,31,33,32,,,,,
132360,,,,,,,,,,,
132365,ACT,34,28,35,31,32,,,,,
132374,ACT,30,32,32,32,31,,,,,
132381,ACT,33,35,29,29,32,,,,,
132387,,,,,,,,,,,
132417,ACT,22,29,24,26,25,,,,,
132418,ACT,28,32,29,29,28,,,,,
132419,ACT,33,31,29,31,31,,,,,
132421,ACT,27,29,28,26,27,,,,,
132426,ACT,33,32,33,36,33,,,,,
132435,,,,,,,,,,,
132436,ACT,31,35,35,30,31,,,,,
132448,,,,,,,,,,,
132451,ACT,35,36,35,36,35,,,,,
132454,,,,,,,,,,,
132469,ACT,26,27,31,29,28,,,,,
132474,ACT,35,29,30,28,31,,,,,
132480,,,,,,,,,,,
132498,,,,,,,,,,,
132501,ACT,25,26,26,25,26,,,,,
132508,,,,,,,,,,,
132515,,,,,,,,,,,
132516,,,,,,,,,,,
132532,ACT,34,34,31,31,32,,,,,
132583,ACT,24,26,19,26,23,,,,,
132597,,,,,,,,,,,
132600,ACT,23,25,28,22,24,,,,,
132618,,,,,,,,,,,
132625,ACT,27,27,34,28,29,,,,,
132641,ACT,29,30,34,30,31,,,,,
132655,,,,,,,,,,,
132666,,,,,,,,,,,
132670,ACT,33,28,33,25,30,,,,,
132681,,,,,,,,,,,
132687,ACT,35,35,32,30,33,,,,,
132689,ACT,28,34,34,34,32,,,,,
132724,,,,,,,,,,,
132726,,,,,,,,,,,
132734,,,,,,,,,,,
132740,ACT,30,28,25,30,28,,,,,
132749,ACT,34,29,29,30,31,,,,,
132754,,,,,,,,,,,
132756,,,,,,,,,,,
132763,ACT,31,34,30,29,31,,,,,
132765,,,,,,,,,,,
132785,,,,,,,,,,,
132790,ACT,32,33,31,33,32,,,,,
132800,ACT,24,31,28,30,28,,,,,
132824,ACT,24,29,18,25,24,,,,,
132830,,,,,,,,,,,
132841,ACT,34,35,35,31,34,,,,,
132858,ACT,35,35,36,33,34,,,,,
132868,ACT,35,31,34,33,33,,,,,
132872,ACT,19,23,22,30,24,,,,,
132883,ACT,35,31,35,31,33,,,,,
132896,ACT,19,19,21,17,19,,,,,
132915,ACT,25,23,24,22,23,,,,,
132920,,,,,,,,,,,
132939,ACT,23,23,23,20,22,,,,,
132944,,,,,,,,,,,
132948,ACT,23,25,23,23,24,,,,,
132956,ACT,27,27,28,33,29,,,,,
132977,,,,,,,,,,,
132989,ACT,23,29,28,30,27,,,,,
132995,,,,,,,,,,,
133000,,,,,,,,,,,
133029,ACT,33,35,35,33,34,,,,,
133055,ACT,35,35,22,33,31,,,,,
133062,ACT,26,32,29,27,28,,,,,
133081,ACT,34,33,34,33,34,,,,,
133083,ACT,23,31,24,23,25,,,,,
133086,ACT,20,28,31,31,28,,,,,
133098,ACT,28,27,29,30,29,,,,,
133104,ACT,28,31,32,29,30,,,,,
133214,ACT,33,29,34,29,30,,,,,
133226,ACT,26,28,29,28,28,,,,,
133227,ACT,35,30,34,30,32,,,,,
133233,,,,,,,,,,,
133252,ACT,28,33,22,30,28,,,,,
133261,ACT,31,28,30,33,31,,,,,
133267,,,,,,,,,,,
133278,ACT,30,30,32,27,30,,,,,
133279,,,,,,,,,,,
133294,,,,,,,,,,,
133298,,,,,,,,,,,
133309,ACT,32,30,30,30,30,,,,,
133316,,,,,,,,,,,
133381,ACT,21,20,26,23,23,,,,,
133386,ACT,32,27,35,29,30,,,,,
133428,,,,,,,,,,,
133438,ACT,30,32,29,33,30,,,,,
133481,ACT,25,26,26,23,25,,,,,
133580,ACT,34,33,33,31,31,,,,,
133592,ACT,33,27,33,30,30,,,,,
133618,ACT,21,21,27,24,23,,,,,
133635,ACT,35,29,32,29,31,,,,,
133644,ACT,33,32,36,34,34,,,,,
133690,ACT,32,31,31,33,31,,,,,
133782,ACT,34,31,34,34,33,,,,,
133783,ACT,22,31,31,33,29,,,,,
133834,ACT,33,32,36,35,34,,,,,
133837,ACT,35,28,36,31,32,,,,,
133860,ACT,33,29,34,29,31,,,,,
133878,ACT,20,22,28,26,24,,,,,
133879,ACT,33,34,35,34,33,,,,,
133915,ACT,35,33,31,36,34,,,,,
134021,ACT,17,17,18,18,18,,,,,
134039,,,,,,,,,,,
134048,ACT,23,28,32,27,28,,,,,
134051,ACT,27,28,25,26,27,,,,,
134054,,,,,,,,,,,
134061,ACT,25,29,25,26,26,,,,,
134071,ACT,22,28,17,27,24,,,,,
134079,,,,,,,,,,,
134099,ACT,26,27,31,28,26,,,,,
134150,ACT,35,33,36,33,33,,,,,
134152,,,,,,,,,,,
134153,,,,,,,,,,,
134164,,,,,,,,,,,
134165,ACT,20,22,28,25,23,,,,,
134198,ACT,23,29,31,33,28,,,,,
134238,ACT,29,34,31,33,31,,,,,
134280,ACT,20,26,19,24,22,,,,,
134293,,,,,,,,,,,
134300,ACT,26,30,29,30,29,,,,,
134360,ACT,26,28,27,27,27,,,,,
134362,ACT,25,24,26,25,25,,,,,
134406,ACT,22,29,31,28,28,,,,,
134408,,,,,,,,,,,
134410,ACT,25,27,32,31,29,,,,,
134411,,,,,,,,,,,
134420,ACT,31,27,29,31,30,,,,,
134421,,,,,,,,,,,
134422,,,,,,,,,,,
134428,,,,,,,,,,,
134437,ACT,33,31,28,29,30,,,,,
134444,ACT,30,29,28,33,30,,,,,
134454,ACT,27,32,30,29,30,,,,,
134463,ACT,36,31,32,33,32,,,,,
134478,ACT,34,32,36,36,33,,,,,
134496,ACT,27,31,33,31,31,,,,,
134503,ACT,28,31,34,35,32,,,,,
134504,ACT,35,35,29,31,32,,,,,
134508,ACT,27,31,26,33,29,,,,,
134512,ACT,21,21,13,16,18,,,,,
134519,ACT,18,28,22,26,24,,,,,
134525,ACT,34,35,30,31,31,,,,,
134532,ACT,25,35,31,35,32,,,,,
134551,ACT,24,22,22,21,22,,,,,
134580,,,,,,,,,,,
134680,ACT,32,28,35,36,33,,,,,
134685,ACT,24,28,32,25,27,,,,,
134694,ACT,25,23,24,24,24,,,,,
134706,ACT,33,34,36,31,34,,,,,
134721,ACT,25,25,22,24,24,,,,,
134730,,,,,,,,,,,
134773,ACT,34,27,30,24,29,,,,,
134774,,,,,,,,,,,
134785,,,,,,,,,,,
134965,,,,,,,,,,,
134994,ACT,28,31,29,26,29,,,,,
134997,,,,,,,,,,,
135002,ACT,25,27,32,24,27,,,,,
135005,ACT,19,28,26,27,25,,,,,
135035,ACT,32,32,34,32,33,,,,,
135053,ACT,27,33,30,28,30,,,,,
135065,ACT,31,33,35,35,33,,,,,
135068,,,,,,,,,,,
135074,ACT,28,26,28,25,27,,,,,
135197,,,,,,,,,,,
135241,,,,,,,,,,,
135260,ACT,29,35,33,33,32,,,,,
135262,ACT,34,30,34,28,30,,,,,
135264,ACT,30,30,36,33,32,,,,,
135269,,,,,,,,,,,
135271,ACT,26,29,32,32,29,,,,,
135280,ACT,22,27,28,27,26,,,,,
135289,ACT,29,36,35,35,34,,,,,
135305,ACT,34,34,33,34,34,,,,,
135324,ACT,23,30,25,31,27,,,,,
135335,ACT,34,33,36,36,35,,,,,
135348,,,,,,,,,,,
135357,ACT,23,29,18,25,24,,,,,
135360,ACT,33,32,32,30,31,,,,,
135519,,,,,,,,,,,
135526,ACT,28,32,32,26,30,,,,,
135531,ACT,22,24,29,33,25,,,,,
135533,ACT,31,30,25,27,28,,,,,
135534,ACT,25,30,26,33,29,,,,,
135540,ACT,35,30,29,32,31,,,,,
135559,ACT,35,32,34,34,34,,,,,
135583,ACT,30,30,31,31,29,,,,,
135595,,,,,,,,,,,
135611,ACT,29,35,22,33,30,,,,,
135616,ACT,21,28,26,27,26,,,,,
135623,ACT,29,30,32,27,30,,,,,
135697,,,,,,,,,,,
135779,,,,,,,,,,,
135786,,,,,,,,,,,
135795,ACT,27,32,25,27,27,,,,,
135801,ACT,32,29,30,31,31,,,,,
135802,,,,,,,,,,,
135808,,,,,,,,,,,
135826,ACT,29,27,25,27,27,,,,,
135832,ACT,36,32,36,34,35,,,,,
135837,,,,,,,,,,,
135852,ACT,30,28,32,27,29,,,,,
135860,ACT,32,34,35,35,34,,,,,
135905,ACT,23,25,23,25,24,,,,,
135919,ACT,32,28,30,25,29,,,,,
135926,,,,,,,,,,,
135929,ACT,35,31,26,29,30,,,,,
135938,,,,,,,,,,,
135951,ACT,34,35,30,31,32,,,,,
135961,ACT,31,32,34,36,33,,,,,
135969,ACT,27,28,32,30,29,,,,,
135970,ACT,36,32,35,35,34,,,,,
135984,,,,,,,,,,,
135991,ACT,32,33,35,33,33,,,,,
136010,,,,,,,,,,,
136019,,,,,,,,,,,
136023,ACT,19,27,18,24,22,,,,,
136032,ACT,26,32,27,31,28,,,,,
136036,,,,,,,,,,,
136081,ACT,32,33,33,34,33,,,,,
136085,,,,,,,,,,,
136087,ACT,36,36,36,36,36,,,,,
136113,ACT,25,23,25,23,24,,,,,
136130,ACT,34,30,30,35,32,,,,,
136160,ACT,32,33,34,33,33,,,,,
136180,,,,,,,,,,,
136188,,,,,,,,,,,
136240,ACT,35,30,36,33,33,,,,,
136261,,,,,,,,,,,
136308,,,,,,,,,,,
136342,ACT,32,30,32,31,29,,,,,
136345,ACT,35,32,36,36,33,,,,,
136347,ACT,35,29,34,28,32,,,,,
136377,,,,,,,,,,,
136385,ACT,32,34,30,35,33,,,,,
136423,ACT,35,35,28,33,32,,,,,
136446,ACT,34,35,34,36,34,,,,,
136450,,,,,,,,,,,
136453,ACT,36,29,36,29,32,,,,,
136462,,,,,,,,,,,
136464,ACT,34,32,36,35,34,,,,,
136493,,,,,,,,,,,
136506,ACT,24,28,26,27,26,,,,,
136509,,,,,,,,,,,
136516,ACT,36,36,34,35,35,,,,,
136521,ACT,27,36,23,30,29,,,,,
136563,ACT,31,30,31,30,31,,,,,
136589,ACT,34,30,32,29,31,,,,,
136659,,,,,,,,,,,
136812,,,,,,,,,,,
136879,,,,,,,,,,,
136890,ACT,23,25,29,23,25,,,,,
136901,ACT,36,32,36,29,33,,,,,
136909,ACT,35,35,35,34,34,,,,,
136939,,,,,,,,,,,
136947,,,,,,,,,,,
136955,ACT,32,28,28,27,29,,,,,
136957,ACT,28,27,29,27,26,,,,,
136961,,,,,,,,,,,
137017,,,,,,,,,,,
137042,,,,,,,,,,,
137046,,,,,,,,,,,
137047,ACT,28,25,31,25,26,,,,,
137057,ACT,21,28,23,27,25,,,,,
137063,,,,,,,,,,,
137070,ACT,24,28,30,29,27,,,,,
137079,ACT,28,31,33,28,30,,,,,
137080,ACT,35,33,32,33,33,,,,,
137083,,,,,,,,,,,
137104,ACT,32,29,33,27,30,,,,,
137110,,,,,,,,,,,
137256,,,,,,,,,,,
137262,ACT,34,31,34,29,32,,,,,
137267,,,,,,,,,,,
137270,ACT,16,29,17,30,23,,,,,
137278,ACT,30,35,30,35,33,,,,,
137280,ACT,27,36,28,31,31,,,,,
137282,ACT,26,32,23,34,29,,,,,
137283,,,,,,,,,,,
137302,,,,,,,,,,,
137314,ACT,35,35,36,35,35,,,,,
137336,ACT,33,35,34,35,34,,,,,
137339,ACT,26,28,34,29,29,,,,,
137345,ACT,36,30,32,29,32,,,,,
137351,ACT,28,26,28,26,26,,,,,
137354,ACT,23,27,26,25,25,,,,,
137374,,,,,,,,,,,
137376,,,,,,,,,,,
137382,,,,,,,,,,,
137389,,,,,,,,,,,
137407,ACT,25,32,29,28,27,,,,,
137431,,,,,,,,,,,
137437,ACT,20,27,22,24,23,,,,,
137451,ACT,31,33,30,36,33,,,,,
137458,ACT,31,30,29,30,29,,,,,
137460,ACT,34,34,31,26,31,,,,,
137477,,,,,,,,,,,
137482,ACT,26,29,31,29,29,,,,,
137486,ACT,25,25,35,26,28,,,,,
137489,ACT,27,31,34,34,30,,,,,
137514,ACT,,,,,25,,,,,
137555,ACT,30,33,35,35,33,,,,,
137557,ACT,26,27,36,33,30,,,,,
137568,,,,,,,,,,,
137569,ACT,31,31,34,32,31,,,,,
137657,ACT,27,33,30,34,31,,,,,
137659,ACT,22,26,32,28,27,18,,,,
137668,ACT,26,30,31,27,27,,,,,
137672,ACT,29,30,32,27,29,,,,,
137720,ACT,33,35,26,29,31,,,,,
137728,ACT,27,28,28,29,28,,,,,
137761,ACT,29,23,21,21,24,,,,,
137766,ACT,28,31,30,31,30,,,,,
137771,ACT,31,32,31,26,29,,,,,
137782,,,,,,,,,,,
137893,ACT,33,32,33,35,33,,,,,
137950,ACT,25,32,31,32,30,,,,,
137954,,,,,,,,,,,
137981,ACT,26,32,29,30,29,,,,,
137986,ACT,31,32,30,29,30,,,,,
137988,ACT,25,31,32,30,30,,,,,
138036,ACT,31,30,31,34,30,,,,,
138050,ACT,34,31,32,33,33,,,,,
138060,ACT,28,34,34,34,33,,,,,
138117,ACT,35,31,35,35,34,,,,,
138149,,,,,,,,,,,
138160,ACT,29,34,34,32,32,,,,,
138166,ACT,29,27,32,28,29,,,,,
138168,,,,,,,,,,,
138176,,,,,,,,,,,
138180,,,,,,,,,,,
138184,ACT,25,26,28,27,27,,,,,
138194,ACT,30,34,34,34,33,,,,,
138208,ACT,33,32,31,31,32,,,,,
138217,ACT,31,34,32,35,32,,,,,
138222,,,,,,,,,,,
138236,,,,,,,,,,,
138243,ACT,24,25,25,24,25,,,,,
138252,ACT,26,30,33,29,29,,,,,
138256,,,,,,,,,,,
