Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
146203,High School,153565,Valparaiso High School,3.59,4,,,3.81,3.85,6/1/19
146207,High School,140640,Lane Technical High School,3.67,3,,,3.72,3.76,6/1/19
146233,High School,HOME,Home School,3.95,3,,,3.79,3.86,6/1/19
146274,High School,052278,Ontario Christian High School,4,3,,,4,4.00,5/1/19
146386,High School,142078,Glenbrook South High School,2.83,3,,,3.42,3.56,6/1/19
146401,High School,190685,Destrehan High School,4,3.5,,,3.98,3.99,5/1/19
146426,High School,150955,Central High School,4,4,,,3.97,3.98,5/1/19
146439,High School,240423,Chaska High School,3.8,3.5,,,3.85,3.88,6/1/19
146447,High School,151647,Avon High School,3.71,4.5,,,3.55,3.59,5/1/19
146504,High School,151936,McCutcheon High School,4,3,,,4,4.00,5/1/19
146508,High School,143377,Maine Township Hs South,3.5,3,,,3.62,3.75,5/1/19
146534,High School,101294,Lake Highland Prep School,4,3,,,3.97,3.98,5/1/19
146548,High School,310765,West Morris Mendham Hs,3.35,2,,,3.41,3.43,6/1/19
146569,High School,834250,Lincoln School,2.7,1,,,3.61,3.72,6/1/19
146589,High School,152613,Blessed Theodore Guerin Hs,3.49,4,,,3.35,3.71,5/1/19
146626,High School,152745,Paoli Junior Senior High Schl,4,4,,,3.95,3.96,5/1/19
146632,High School,153485,Indian Creek Senior Hs,2.79,4,,,2.83,3.45,6/1/19
146635,High School,153655,John Glenn High School,3.89,4,,,3.85,3.88,5/1/19
146673,High School,152480,Delta High School,3.76,4,,,3.86,3.90,6/1/19
146678,High School,153565,Valparaiso High School,3.34,4,,,3.68,3.74,6/1/19
146720,High School,652010,Jerudong International School,,,,,,,
146720,High School,UNKHSC,Unknown High School,,,,,,,11/1/17
146748,High School,222285,Wellesley High School,3.57,3,,,3.79,3.87,6/1/19
146780,High School,140205,Barrington Community High Schl,3.43,3,,,3.48,3.63,5/1/19
146799,High School,150655,Covington Community Hs,3.62,4,,,3.73,3.81,5/1/19
146809,High School,143108,Neuqua Valley High School,3,2,,,3.13,3.31,5/1/19
146819,High School,151041,Fishers High School,3.04,4,,,3.01,3.24,6/1/19
146819,High School,151045,Hamilton Southeastern Hs,,,,,,,
146851,High School,400095,Scituate High School,,,,,,4.00,6/1/17
146856,High School,320038,La Cueva High School,3.96,4,,,3.99,3.98,5/1/19
146869,High School,443727,Seven Lakes High School,3.35,4,,,3.29,3.43,5/1/19
146875,High School,141945,Grant Community High School,3.17,3,,,2.96,3.12,5/1/19
146878,High School,153745,West Lafayette Jr-Sr Hs,3.38,3,,,3.61,3.65,5/1/19
146888,High School,153900,Zionsville Community Hs,3.85,3,,,3.87,4.00,6/1/19
146895,High School,232359,Winston Churchill High School,3.73,3.5,,,3.79,3.81,6/1/19
146914,High School,151717,North Central High School,3.2,4,,,3.42,3.55,5/1/19
146927,High School,671064,Ahmedabad International School,,,,,,,
146927,High School,999999,Registrar Obsolete High School,4,3,,,3.84,3.86,5/1/19
146938,High School,365219,Olentangy Orange HS,3.33,4,,,3.59,3.71,5/1/19
146948,High School,053266,Orange County HS of the Arts,4,4,,,3.65,3.94,6/1/19
146957,High School,151528,Highland High School,,,,,,3.86,6/1/19
146964,High School,141017,Marist High School,3.77,4,,,3.64,3.72,5/1/19
146967,High School,151385,Eastern High School,3.63,5,,,3.87,3.91,6/1/19
146967,High School,151717,North Central High School,,,,,,,
147009,High School,694586,Shanghai SW Weiyu Mid School,2.6,2,,,3.35,3.52,6/1/19
147009,High School,UNKHSC,Unknown High School,,,,,,,
147023,High School,260593,Parkway Central High School,3.96,3.5,,,3.8,3.84,5/1/19
147029,High School,150444,Highlands Latin School,3.67,3,,,3.55,3.63,5/1/19
147070,High School,151724,Perry Meridian High School,4,4,,,4,4.00,5/1/19
147135,High School,150445,Carmel High School,2.96,4,,,3.35,3.45,5/1/19
147135,High School,UNKHSC,Unknown High School,,,,,,,
147187,High School,471251,South County Secondary Sch,3.13,3,,,3.28,3.46,6/1/19
147234,High School,230647,Clintondale Virtual School,,,,,,,
147234,High School,232355,Ladywood High School,,,,,,,
147234,High School,233789,St Catherine Of Siena Academy,3.9,3,,,3.73,3.80,5/1/19
147234,High School,UNKHSC,Unknown High School,,,,,,,
147246,High School,UNKHSC,Unknown High School,,,,,,,6/1/19
147263,High School,153405,Tell City High School,4,4,,,4,4.00,5/1/19
147273,High School,153735,Westfield High School,3,3,,,2.99,3.09,5/1/19
147289,High School,142320,Huntley High School,4,3,,,3.98,3.99,5/1/19
147303,High School,153900,Zionsville Community Hs,3.17,3,,,3.64,3.69,6/1/19
147307,High School,153665,Franklin Central High School,4,5,,,4,3.99,5/1/19
147330,High School,150608,Columbus East High School,4,4,,,3.99,3.99,6/1/19
147330,High School,UNKHSC,Unknown High School,,,,,,,
147357,High School,361332,Orange High School,3.88,5,,,3.87,3.90,6/1/19
147397,High School,150215,Bloomington High School South,3.84,5.5,,,3.72,3.75,5/1/19
147405,High School,153735,Westfield High School,3.6,3,,,3.69,3.76,5/1/19
147430,High School,676002,Orchlon Secondary School,,,,,,,
147430,High School,HS5983,Shine Mongol,,,,,,3.60,6/1/18
147442,High School,151790,Jasper High School,,,,,,4.00,5/1/19
147472,High School,053092,Leigh High School,3.18,2,,,3.17,3.25,6/1/19
147491,High School,140905,Jones College Prep,3.67,3,,,3.57,3.65,6/1/19
147520,High School,392609,Pennsylvania Cyber Charter Sch,4,6,,,4,4.00,6/1/19
147547,High School,696461,Hisar Educ Foundation Schools,,,,,3.45,3.45,6/1/19
147551,High School,143795,Saint Charles East High School,3.5,3,,,3.72,3.81,6/1/19
147554,High School,392270,Bethel Park High School,4,3,,,3.94,3.96,6/1/19
147557,High School,153735,Westfield High School,3.35,3,,,3.45,3.46,5/1/19
147559,High School,724736,Tasis American Sch In England,3.16,4,,,2.87,2.89,6/1/19
147578,High School,231425,Fenton High School,3.9,3,,,3.9,3.92,6/1/19
147587,High School,150740,Danville Community High School,3.9,4,,,3.9,3.92,5/1/19
147592,High School,210317,Saint Andrews Episcopal School,3.5,3,,,3.63,3.71,6/1/19
147605,High School,053158,San Marino High School,3.47,3,,,3.38,3.55,5/1/19
147614,High School,390045,Hampton High School,3.4,5,,,3.58,3.68,5/1/19
147617,High School,151150,Frankfort Senior High School,3.95,3,,,3.89,4.00,5/1/19
147653,High School,150910,Concord High School,4,3,,,3.99,3.99,6/1/19
147656,High School,153745,West Lafayette Jr-Sr Hs,2.86,4,,,3.24,3.42,5/1/19
147671,High School,230086,Huron High School,3.54,4,,,3.82,3.88,6/1/19
147679,High School,150610,Columbus North High School,4,5,,,3.97,3.98,6/1/19
147681,High School,150215,Bloomington High School South,3.85,6,,,3.82,3.86,5/1/19
147685,High School,310438,Glen Rock High School,,,,,,4.00,6/1/19
147696,High School,151790,Jasper High School,3.6,4,,,3.69,3.77,5/1/19
147703,High School,392950,New Hope-Solebury High School,3.13,3,,,3.45,3.65,6/1/19
147708,High School,230329,Brother Rice High School,3.62,3,,,3.67,3.73,5/1/19
147718,High School,862300,American School of Tegucigalpa,,,,,,3.70,5/1/19
147724,High School,152425,Mooresville High School,,,,,,,
147724,High School,152474,Indiana Ac Sci/Math/Humanities,3.68,4,,,3.59,3.67,5/1/19
147725,High School,150740,Danville Community High School,3.96,4,,,3.97,3.97,6/1/19
147744,High School,152560,New Palestine High School,3.94,5,,,3.93,3.94,6/1/19
147777,High School,360435,Berea-Midpark High School,4,2,,,4,4.00,6/1/19
147807,High School,340665,Charlotte Catholic High School,3.27,3,,,3.55,3.67,5/1/19
147813,High School,151416,East Central High School,4,5,,,4,4.00,5/1/19
147818,High School,151660,Cathedral High School,3.28,3,,,3.57,3.67,5/1/19
147828,High School,152065,Union County High School,3.57,3,,,3.72,3.78,6/1/19
147834,High School,150445,Carmel High School,3.61,4,,,3.79,3.81,5/1/19
147834,High School,UNKHSC,Unknown High School,,,,,,,
147857,High School,361058,Oak Hills High School,4,3,,,3.95,3.97,5/1/19
147865,High School,101161,MAST Academy,3.75,4,,,3.63,3.68,6/1/19
147868,High School,153112,Lake Central High School,3.64,4,,,3.87,3.88,6/1/19
147869,High School,232835,Northville High School,3.84,4,,,3.84,3.86,6/1/19
147869,High School,694220,Concordia Inter School Shangha,,,,,,,
147905,High School,261782,Kirkwood High School,3.71,4,,,3.51,3.62,5/1/19
147934,High School,222335,Westford Academy,3,3,,,3.46,3.60,6/1/19
147937,High School,311277,West Windsor-Plainsboro Hs So,3.33,3,,,3.27,3.56,6/1/19
147951,High School,142015,Geneseo High School,4,3,,,4,4.00,5/1/19
147958,High School,392998,Delaware County Christian Sch,3.15,2,,,3.5,3.50,5/1/19
147958,High School,UNKHSC,Unknown High School,,,,,,,
147961,High School,361995,Dublin Coffman High School,3.76,4,,,3.61,3.72,5/1/19
147963,High School,143224,Oak Forest High School,2.57,4,,,2.97,3.14,12/1/18
148005,High School,141805,York Community High School,4,3,,,3.63,3.75,5/1/19
148009,High School,151936,McCutcheon High School,3.53,3,,,3.41,3.54,6/1/19
148031,High School,141100,Lincoln Park High School,,,,,,3.20,6/1/19
148120,High School,143106,Naperville North High School,3.47,3,,,3.47,3.59,5/1/19
148126,High School,150977,North High School,4,4,,,4,4.00,5/1/19
148159,High School,443447,Stratford High School,4,4,,,3.96,3.71,5/1/19
148182,High School,152504,Christian Academy Of Indiana,3.89,4,,,3.91,3.94,6/1/19
148185,High School,363408,Lakota East High School,4,4,,,3.96,3.97,5/1/19
148211,High School,152095,Logansport High School,4,4,,,3.51,3.85,5/1/19
148220,High School,150695,Culver Academies,3.64,2.5,,,3.04,3.25,6/1/19
148231,High School,241680,Southwest High School,3.8,2,,,3.98,3.93,6/1/19
148245,High School,501970,Rice Lake High School,4,4.5,,,4,4.00,6/1/19
148251,High School,242375,Shakopee Senior High School,3.8,4,,,3.79,3.82,6/1/19
148267,High School,200515,Kennebunk High School,3.43,3,,,3.44,3.73,6/1/19
148278,High School,233775,Williamston High School,3.96,4,,,3.99,3.99,6/1/19
148292,High School,153265,Saint Joseph High School,3.4,3,,,3.28,3.47,6/1/19
148313,High School,152613,Blessed Theodore Guerin Hs,3.23,3.5,,,3.12,3.11,5/1/19
148316,High School,060499,Vail Christian High School,3.57,3,,,3.2,3.36,5/1/19
148316,High School,101095,Ransom Everglades School,,,,,,,
148326,High School,210660,Dematha High School,3.57,3,,,3.59,3.71,6/1/19
148330,High School,151717,North Central High School,3.3,4,,,3.41,3.55,5/1/19
148330,High School,UNKHSC,Unknown High School,,,,,,,
148340,High School,153890,Yorktown High School,3.9,3,,,3.74,3.80,6/1/19
148349,High School,010026,Evangel Christian School,,,,,,,
148349,High School,HOME,Home School,4,4,,,4,4.00,5/1/19
148379,High School,152347,Penn High School,3.57,3,,,3.57,3.69,5/1/19
148381,High School,152032,Western Boone Jr-Sr Hs,4,4,,,3.94,4.00,5/1/19
148385,High School,150445,Carmel High School,3.96,4,,,3.97,3.97,5/1/19
148398,High School,141805,York Community High School,3.17,3,,,3.35,3.52,5/1/19
148425,High School,233040,Notre Dame Preparatory,,,,,,3.74,5/1/19
148435,High School,310355,Dwight-Englewood School,3.17,3,,,3.46,3.47,6/1/19
148454,High School,153565,Valparaiso High School,,,,,,3.29,6/1/19
148474,High School,694291,Kang Chiao Intl School-Taipei,,,,,,,
148474,High School,UNKHSC,Unknown High School,3.26,2.5,,,3.13,3.54,6/1/19
148493,High School,365431,Westerville Central Hs,3.73,5,,,3.93,3.94,5/1/19
148508,High School,152655,Jennings County High School,3.96,4,,,3.93,3.94,5/1/19
148536,High School,142483,Lyons Township High School,4,3,,,3.75,3.80,6/1/19
148538,High School,694407,Beijing New Oriental Yangzhou,,,,,,3.52,6/1/19
148538,High School,UNKHSC,Unknown High School,,,,,,,
148543,High School,152915,Princeton Community High Sch,3.95,3,,,3.97,3.97,5/1/19
148576,High School,143096,Carmel Catholic High School,3.4,3,,,3.58,3.66,5/1/19
148583,High School,260650,John Burroughs School,3.1,2,,,3.2,3.35,6/1/19
148597,High School,144214,Vernon Hills High School,2.5,3,,,2.81,2.88,6/1/19
148631,High School,052350,Palo Alto Senior High School,3.25,2,,,3.52,3.64,6/1/19
148648,High School,311335,Rumson-Fair Haven Reg High Sch,3.67,3,,,3.72,3.77,6/1/19
148674,High School,150970,Mater Dei High School,3.64,4,,,3.62,3.71,5/1/19
148696,High School,153405,Tell City High School,3.5,4,,,3.73,3.81,5/1/19
148701,High School,151315,Goshen High School,4,5,,,3.99,3.99,5/1/19
148722,High School,143795,Saint Charles East High School,3.67,3,,,3.55,3.68,6/1/19
148748,High School,150448,University High School Indiana,3.75,4,,,3.87,4.00,6/1/19
148748,High School,152198,Eastbrook Senior High School,,,,,,,
148750,High School,150075,Hamilton Heights High School,3.77,5,,,3.6,3.73,6/1/19
148769,High School,153735,Westfield High School,3.96,4,,,3.99,3.99,5/1/19
148795,High School,180275,Meade County High School,3.8,3,,,3.67,3.72,5/1/19
148797,High School,153900,Zionsville Community Hs,4,3,,,3.9,3.92,6/1/19
148815,High School,334515,Tappan Zee High School,3.53,4,,,3.5,3.70,6/1/19
148901,High School,342698,Pine Lake Preparatory,3.45,5.5,,,3.61,3.71,6/1/19
148959,High School,151712,Lawrence North High School,3.88,4,,,3.8,3.86,6/1/19
148962,High School,241635,Blake School-Northrup Campus,,,,,,3.68,5/1/19
148967,High School,431683,Hillwood Comprehensive Hs,4,4,,,4,4.00,5/1/19
148997,High School,341077,North Carolina School Sci/Math,4,2,,,3.99,3.99,
148997,High School,344421,Forsyth Country Day School,,,,,,,5/1/19
148998,High School,260948,Lafayette High School,3.96,4,,,3.93,3.94,5/1/19
149001,High School,363857,Lake Ridge Academy,2.95,4,,,3.27,3.41,5/1/19
149017,High School,221320,Mansfield High School,3.78,4,,,3.76,3.82,6/1/19
149020,High School,471533,Hampton Roads Academy,3.67,3,,,3.72,3.78,5/1/19
149052,High School,671865,Lilavatibai Podar High School,,,,,3.87,3.88,5/1/18
149052,High School,UNKHSC,Unknown High School,,,,,,,
149058,High School,310105,Blair Academy,3.88,3,,,3.91,3.91,6/1/19
149059,High School,331627,Half Hollow Hills Hs West,3.42,4,,,3.6,3.66,6/1/19
149066,High School,152115,Lowell High School,2.96,4,,,3.32,3.66,5/1/18
149088,High School,181440,Paul Laurence Dunbar Hs,3.9,5,,,3.92,3.94,5/1/19
149107,High School,152503,Floyd Central High School,4,3,,,4,3.94,5/1/19
149114,High School,143347,William Fremd High School,3.92,2,,,3.73,3.80,5/1/19
149166,High School,694227,Beijin No 80 High School,,,,,,,
149166,High School,694423,High Schl-Beijing Normal Univ,3.5,1,,,3.79,3.81,7/1/19
149166,High School,UNKHSC,Unknown High School,,,,,,,
149243,High School,362535,Lake High School,4,4,,,4,4.00,6/1/19
149258,High School,100511,Canterbury School,3.47,3,,,3.44,3.47,6/1/19
149260,High School,151165,Clinton Prairie High School,3.14,4,,,3.18,3.43,6/1/19
149261,High School,101199,Coral Reef Senior High School,3.4,5,,,3.74,3.74,6/1/19
149271,High School,050727,Monte Vista High School,3.6,4,,,3.37,3.54,6/1/19
149297,High School,694471,Wuhan Foreign Languages School,,,,,3.91,3.81,6/1/19
149297,High School,UNKHSC,Unknown High School,,,,,,,
149310,High School,430706,Independence High School,3.5,4,,,3.81,3.85,5/1/19
149310,High School,431665,Father Ryan High School,,,,,,,
149312,High School,151915,Harrison High School,3.88,4,,,3.97,3.98,6/1/19
149324,High School,172773,Shawnee Mission West Hs,3.83,3,,,3.97,3.98,5/1/19
149340,High School,930201,Colegio Alberto Einstein,,,,,4,4.00,6/1/19
149343,High School,141293,Sonia Shankman Orthogenic Sch,,,,,,,
149343,High School,142275,Highland Park High School,3.77,3.5,,,3.58,3.70,5/1/19
149347,High School,150335,Brownsburg High School,3.69,4,,,3.6,3.65,6/1/19
149351,High School,143331,Oswego East High School,3.88,4,,,3.91,3.93,5/1/19
149359,High School,150445,Carmel High School,2.83,3,,,2.83,3.09,5/1/19
149361,High School,101805,Hardee Senior High School,3.21,4.5,,,3.64,4.00,5/1/19
149368,High School,UNKHSC,Unknown High School,,,,,,,6/1/19
149375,High School,694291,Kang Chiao Intl School-Taipei,4,2,,,2.75,3.10,6/1/19
149376,High School,260129,Parkway South High School,3.68,2,,,3.71,3.73,5/1/19
149435,High School,151670,Decatur Central High School,,,,,,3.81,5/1/19
149459,High School,151712,Lawrence North High School,,,,,,4.00,6/1/19
149499,High School,141519,Prairie Ridge High School,2.95,3,,,3.01,3.01,5/1/19
149512,High School,051510,Los Altos High School,3.05,3,,,3.4,3.93,6/1/19
149512,High School,052191,Chinese Christian High School,,,,,,,
149518,High School,143550,Adlai E Stevenson High School,3.28,3,,,3.31,3.39,5/1/19
149532,High School,311336,Ranney School,3.47,3,,,3.36,3.42,5/1/19
149569,High School,UNKHSC,Unknown High School,,,,,,,6/1/19
149584,High School,311290,Ramsey High School,3,3,,,3.24,3.50,6/1/19
149638,High School,151654,Bishop Chatard High School,,,,,,4.00,5/1/19
149640,High School,393620,Fox Chapel Area High School,3.76,5,,,3.77,3.87,6/1/19
149671,High School,310802,South Brunswick High School,,,,,,3.20,6/1/19
149682,High School,544400,Colegio San Ignacio De Loyola,3.75,4,,,3.78,3.85,5/1/19
149701,High School,393145,Palmyra Area High School,2.77,3,,,3.62,3.73,6/1/19
149702,High School,151915,Harrison High School,3.5,4,,,3.69,3.80,5/1/19
149707,High School,151650,Ben Davis High School,,,,,,4.00,5/1/19
149710,High School,142073,Glenbard South High School,4,5,,,4,4.00,5/1/19
149715,High School,UNKHSC,Unknown High School,,,,,,,5/1/19
149729,High School,150608,Columbus East High School,3.95,3,,,3.85,3.88,5/1/19
149733,High School,151710,Lawrence Central High School,3.82,6,,,3.88,3.91,5/1/19
149757,High School,143105,Naperville Central High School,3.78,2,,,3.71,3.77,5/1/19
149793,High School,335187,Lakeland Senior High School,,,,,,3.93,6/1/19
149797,High School,141774,Westminster Christian School,,,,,,3.69,5/1/19
149820,High School,152735,Benton Central Senior Hs,3.95,3,,,3.98,4.00,6/1/19
149821,High School,310363,Timber Creek Regional Hs,3.45,3,,,3.56,3.70,6/1/19
149839,High School,052075,Mountain View High School,3.57,3,,,3.76,3.82,6/1/19
149858,High School,152503,Floyd Central High School,4,2,,,3.99,3.98,6/1/19
149878,High School,393680,Keystone Oaks High School,2.77,3,,,3.4,3.52,6/1/19
149910,High School,365250,Versailles High School,4,4,,,4,4.00,5/1/19
149924,High School,141765,Saint Edward Central Cath Hs,4,3,,,4,4.00,5/1/19
149934,High School,391705,Haverford High School,2.88,5,,,3.19,3.43,6/1/19
149955,High School,051855,Los Gatos High School,3.25,4,,,3.61,3.72,6/1/19
149955,High School,053142,Harker School,,,,,,,
149961,High School,UNKHSC,Unknown High School,,,,,,,3/1/19
149980,High School,151385,Eastern High School,4,4,,,4,4.00,6/1/19
149981,High School,360860,Kenston High School,3.68,4,,,3.78,3.79,5/1/19
149991,High School,270830,Sidney High School,4,2,,,3.97,3.98,5/1/19
149993,High School,241805,Mounds View High School,3.57,3,,,3.76,3.79,6/1/19
149995,High School,051324,Aliso Niguel High School,3.34,5,,,3.59,3.69,6/1/19
149996,High School,150966,Signature School,3.85,2,,,3.83,3.87,5/1/19
150006,High School,231960,Hillsdale High School,,,,,,3.80,6/1/19
150008,High School,210836,German School Washington DC,4,3,,,3.47,3.55,5/1/19
150026,High School,141860,Evanston Township High School,3.57,3,,,3.52,4.00,6/1/19
150029,High School,685489,College Notre-Dame De Jamhour,,,,,3.56,3.66,6/1/19
150060,High School,152347,Penn High School,4,3,,,4,3.98,6/1/19
150103,High School,502595,Wrightstown High School,3.92,4,,,3.97,3.98,5/1/19
150132,High School,231425,Fenton High School,3.94,5,,,3.96,3.97,6/1/19
150138,High School,481071,Raisbeck Aviation High School,3.8,5,,,3.73,3.74,6/1/19
150152,High School,694568,Xian Tie Yi High School,2.8,1,,,3.08,3.70,6/1/19
150152,High School,UNKHSC,Unknown High School,2.8,1,,,3.08,3.70,
150155,High School,UNKHSC,Unknown High School,,,,,,,6/1/19
150157,High School,390485,Shipley School The,3.53,3,,,3.39,3.39,6/1/19
150194,High School,361631,Wellington School,3.92,6,,,3.76,3.79,6/1/19
150196,High School,111998,Alan C Pope High School,,,,,,4.00,5/1/19
150214,High School,141631,South High School,3.33,3,,,3.47,3.62,5/1/19
150239,High School,694496,Dulwich Colg Int Hs Prg Suzhou,,,,,3.07,3.25,6/1/19
150256,High School,380573,Lakeridge High School,3.85,4,,,3.86,3.87,6/1/19
150262,High School,153070,Pioneer Junior-Senior Hs,3.92,2,,,3.91,3.91,5/1/19
150266,High School,152503,Floyd Central High School,3.68,4,,,3.73,4.00,6/1/19
150282,High School,150445,Carmel High School,3.67,3,,,3.28,3.52,5/1/19
150301,High School,151585,Carroll High School,3.67,3,,,3.77,3.79,6/1/19
150301,High School,450312,Brigham Young Univ Indep Hs,,,,,,,
150302,High School,311052,Old Bridge High School,3.08,4,,,3.48,4.00,6/1/19
150303,High School,UNKHSC,Unknown High School,,,,,3.6,3.67,7/1/19
150315,High School,151936,McCutcheon High School,4,4,,,4,4.00,5/1/19
150324,High School,143062,Prospect High School,3.67,3,,,3.85,4.00,5/1/19
150337,High School,140640,Lane Technical High School,4,2,,,3.71,3.81,6/1/19
150338,High School,361997,Dublin Scioto High School,4,5,,,3.99,3.99,5/1/19
150360,High School,694297,Xian Gaoxin No 1 High School,,,,,3.76,3.66,6/1/19
150360,High School,UNKHSC,Unknown High School,,,,,,,
150374,High School,694493,Hefei No 1 High School,3.75,2,,,3.74,3.79,5/1/19
150374,High School,UNKHSC,Unknown High School,,,,,,,
150381,High School,694547,Beijing Changping New Oriental,,,,,,,6/1/19
150381,High School,UNKHSC,Unknown High School,,,,,,,
150392,High School,070675,Simsbury High School,3.83,3,,,3.9,3.93,6/1/19
150431,High School,151669,Herron High School,3.43,3.5,,,3.35,3.44,5/1/19
150444,High School,152615,Noblesville High School,3.62,3,,,3.77,3.81,6/1/19
150451,High School,232835,Northville High School,3.78,3,,,3.7,3.78,6/1/19
150451,High School,687225,Singapore American School,,,,,,,
150464,High School,143377,Maine Township Hs South,,,,,,3.89,5/1/19
150466,High School,143201,Normal Community West Hs,3.34,4,,,3.5,3.65,5/1/19
150476,High School,171720,St James Academy,4,3,,,3.95,3.96,5/1/19
150481,High School,141805,York Community High School,4,3.5,,,3.38,3.33,5/1/19
150499,High School,052350,Palo Alto Senior High School,3.33,3,,,3.18,3.37,6/1/19
150509,High School,170145,Maur Hill-Mount Academy,4,2,,,3.17,3.32,5/1/19
150509,High School,UNKHSC,Unknown High School,,,,,,,
150515,High School,431710,Montgomery Bell Academy,3.72,3,,,3.71,3.73,5/1/19
150516,High School,130639,Xavier Charter School,2.98,3,,,3.17,3.32,5/1/19
150520,High School,361325,Mayfield High School,3.48,4,,,3.72,3.73,5/1/19
150547,High School,142300,Hinsdale Central High School,3.23,3,,,3.17,3.35,5/1/19
150548,High School,230332,Marian High School,4,3,,,3.98,3.99,5/1/19
150561,High School,UNKHSC,Unknown High School,,,,,3.94,3.95,5/1/19
150574,High School,695346,Wells International School,4,2,,,3.39,3.39,5/1/19
150608,High School,362875,St Edward High School,3.17,3,,,3.33,3.57,5/1/19
150609,High School,152225,Martinsville High School,4,4.5,,,3.89,3.92,5/1/19
150614,High School,101315,Oviedo High School,4,4,,,3.88,3.91,5/1/19
150628,High School,152474,Indiana Ac Sci/Math/Humanities,3.52,3,,,3.23,3.38,5/1/19
150628,High School,152615,Noblesville High School,,,,,,,
150632,High School,153745,West Lafayette Jr-Sr Hs,3.9,3,,,3.32,3.51,5/1/19
150639,High School,111983,Lassiter High School,3.38,4,,,3.44,3.57,5/1/19
150652,High School,161550,Fairfield Community Hs,4,3,,,4,4.00,5/1/19
150672,High School,150470,Centerville Senior High School,3.91,4,,,3.92,3.93,6/1/19
150679,High School,150795,Delphi Community High School,3.89,3,,,3.68,3.69,5/1/19
150697,High School,242185,Technical High School,3.88,4,,,3.83,3.87,5/1/19
150722,High School,UNKHSC,Unknown High School,,,,,,,7/1/19
150725,High School,545969,University Gardens High School,3.6,5,,,3.91,3.93,6/1/19
150733,High School,344463,Bishop McGuinness Catholic Hs,4,1,,,3.76,3.78,5/1/19
150733,High School,682210,Branksome Hall Asia,,,,,,,
150733,High School,UNKHSC,Unknown High School,,,,,,,
150738,High School,281718,Marian High School,3.1,3,,,3.54,3.62,5/1/19
150739,High School,HOME,Home School,3.92,4,,,3.8,3.81,5/1/19
150747,High School,150610,Columbus North High School,3.75,4,,,3.92,3.94,6/1/19
150786,High School,151669,Herron High School,3.89,4,,,3.66,3.66,5/1/19
150795,High School,880000,Balboa Academy,3.2,4,,,3.57,3.64,6/1/19
150799,High School,151720,Park Tudor School,3.8,3.25,,,3.62,3.69,5/1/19
150802,High School,240708,Edina High School,3.85,2,,,3.47,3.59,6/1/19
150847,High School,694275,Shenzhen Nanshan Concord Coll,4,1,,,3.38,3.44,7/1/19
150847,High School,UNKHSC,Unknown High School,,,,,,,
150849,High School,694491,Affiliated Hs Hangzhou Normal,,,,,,,
150849,High School,UNKHSC,Unknown High School,,,,,3.69,3.65,11/1/18
150919,High School,140905,Jones College Prep,2.83,3,,,2.91,3.10,6/1/19
150933,High School,152615,Noblesville High School,3.38,3,,,3.28,3.54,6/1/19
150936,High School,153735,Westfield High School,3.02,3,,,3.08,3.21,2/1/19
150937,High School,692160,Najd National Schools,,,,,3.95,3.98,5/1/18
150963,High School,151670,Decatur Central High School,,,,,,3.98,5/1/19
150968,High School,143108,Neuqua Valley High School,3.28,3,,,3.81,3.88,5/1/19
150980,High School,362440,Grove City High School,3.5,4,,,3.53,3.67,6/1/19
150981,High School,150445,Carmel High School,3.22,3,,,3.52,3.67,5/1/19
150987,High School,164535,Waukee Community High School,3.96,5,,,3.98,3.98,5/1/19
150987,High School,UNKHSC,Unknown High School,,,,,,,
151017,High School,143062,Prospect High School,3.5,3,,,3.75,3.82,5/1/19
151018,High School,150280,Northview High School,3.19,4,,,3.52,3.64,5/1/19
151043,High School,152347,Penn High School,3.05,4,,,3.17,3.41,6/1/19
151072,High School,143784,South Elgin High School,4,4,,,4,4.00,5/1/19
151079,High School,441835,Woodrow Wilson High School,4,2,,,3.91,3.88,5/1/19
151082,High School,144214,Vernon Hills High School,4,3,,,3.74,3.79,5/1/19
151100,High School,150335,Brownsburg High School,,,,,,,
151100,High School,152474,Indiana Ac Sci/Math/Humanities,3.88,4,,,3.7,3.72,5/1/19
151102,High School,150445,Carmel High School,3.29,4,,,3.72,3.82,5/1/19
151107,High School,151654,Bishop Chatard High School,4,2,,,4,3.97,5/1/19
151107,High School,694425,Harbin No 3 High School,,,,,,,
151150,High School,151653,Brebeuf Jesuit Preparatory Sch,2.57,3,,,2.68,2.90,5/1/19
151158,High School,242217,Hill-Murray School,,,,,,,
151158,High School,242340,Park High School,3.86,7,,,3.83,4.00,6/1/19
151191,High School,221430,Milton Academy,,,,,,,6/1/19
151200,High School,151688,Heritage Christian School,4,3,,,4,4.00,5/1/19
151213,High School,101352,Palmetto High School,3.3,5,,,3.69,3.78,5/1/19
151228,High School,153665,Franklin Central High School,3.59,4,,,3.81,3.80,5/1/19
151237,High School,310227,West Morris Central Hs,3,3,,,3.37,3.50,6/1/19
151243,High School,361121,Turpin High School,4,4,,,3.97,3.98,5/1/19
151256,High School,142483,Lyons Township High School,3.85,4,,,3.87,3.90,6/1/19
151270,High School,150445,Carmel High School,3.6,4,,,3.76,3.81,5/1/19
151271,High School,685141,College Protestant Francais,,,,,3.96,3.96,6/1/19
