Key,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,MAJOR,MAJOR_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,STUDENT_STATUS,ENROLLED_IND,REGISTERED_IND
137314,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137336,202110,Fall 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
137339,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
137345,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137351,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,03,Sophomore: 30 - 44 hours,AS,Y,Y
137354,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137374,202010,Fall 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
137376,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
137382,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
137389,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137407,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,GASD,Game Development and Design,04,Sophomore: 45 - 59 hours,AS,Y,Y
137407,202020,Spring 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,04,Sophomore: 45 - 59 hours,AS,Y,Y
137407,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,GASD,Game Development and Design,04,Sophomore: 45 - 59 hours,AS,Y,Y
137407,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,04,Sophomore: 45 - 59 hours,AS,Y,Y
137431,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137437,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,ACSC,Actuarial Science,02,Freshman: 15 - 29 hours,AS,Y,Y
137451,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137458,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137460,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137477,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137482,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137486,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
137489,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137514,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
137555,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
137557,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137568,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
137569,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,04,Sophomore: 45 - 59 hours,AS,Y,Y
137657,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137659,202010,Fall 2019,Y,PWL,West Lafayette,LA,College of Liberal Arts,LAUD,General Undecided,06,Junior: 75 - 89 hours,AS,Y,Y
137659,202020,Spring 2020,Y,PWL,West Lafayette,LA,College of Liberal Arts,LAUD,General Undecided,07,Senior 90 - 104 hours,AS,Y,Y
137668,202110,Fall 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
137672,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,PABE,Pre Agr & Biol Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
137672,202020,Spring 2020,N,PWL,West Lafayette,A,College of Agriculture,DSPG,Deans Scholar Program,04,Sophomore: 45 - 59 hours,AS,Y,Y
137720,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,04,Sophomore: 45 - 59 hours,AS,Y,Y
137728,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137761,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,VIPI,Virtual Product Integration,03,Sophomore: 30 - 44 hours,AS,Y,Y
137761,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,03,Sophomore: 30 - 44 hours,AS,Y,Y
137766,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137771,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
137782,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
137893,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137950,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,ALMO,Airline Mgmt & Operations,03,Sophomore: 30 - 44 hours,AS,Y,Y
137950,202020,Spring 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,03,Sophomore: 30 - 44 hours,AS,Y,Y
137950,202020,Spring 2020,N,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
137954,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
137981,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,05,Junior: 60 - 74 hours,AS,Y,Y
137981,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,05,Junior: 60 - 74 hours,AS,Y,Y
137986,202010,Fall 2019,Y,PWL,West Lafayette,M,School of Management,INMG,Industrial Management,02,Freshman: 15 - 29 hours,AS,Y,Y
137988,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138036,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138050,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138060,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
138117,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
138117,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,04,Sophomore: 45 - 59 hours,AS,Y,Y
138149,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138160,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
138166,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,BICH,Biochemistry (Chemistry),04,Sophomore: 45 - 59 hours,AS,Y,Y
138168,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,MATH,Mathematics,05,Junior: 60 - 74 hours,AS,Y,Y
138176,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
138180,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
138184,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138194,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
138208,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138217,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138222,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
138236,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
138243,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,ACSC,Actuarial Science,03,Sophomore: 30 - 44 hours,AS,Y,Y
138252,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138256,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,03,Sophomore: 30 - 44 hours,AS,Y,Y
138272,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
138278,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138280,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,SCET,Supply Chain & Sales Engr Tech,03,Sophomore: 30 - 44 hours,AS,Y,Y
138282,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138284,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138291,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,05,Junior: 60 - 74 hours,AS,Y,Y
138316,202010,Fall 2019,Y,PWL,West Lafayette,M,School of Management,INMG,Industrial Management,02,Freshman: 15 - 29 hours,AS,Y,Y
138325,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138346,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138348,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,03,Sophomore: 30 - 44 hours,AS,Y,Y
138424,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,ACSC,Actuarial Science,02,Freshman: 15 - 29 hours,AS,Y,Y
138428,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,PGBB,Plant Genetic Breeding Biotech,04,Sophomore: 45 - 59 hours,AS,Y,Y
138435,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,BIOL,Biology,05,Junior: 60 - 74 hours,AS,Y,Y
138464,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,EETC,Electrical Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
138467,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138475,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
138490,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,03,Sophomore: 30 - 44 hours,AS,Y,Y
138500,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138529,202110,Fall 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,03,Sophomore: 30 - 44 hours,AS,Y,Y
138532,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138536,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CHEM,Chemistry,05,Junior: 60 - 74 hours,AS,Y,Y
138537,202020,Spring 2020,Y,PWL,West Lafayette,M,School of Management,INMG,Industrial Management,02,Freshman: 15 - 29 hours,AS,Y,Y
138563,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,NREV,Natural Resources& Envrmtl Sci,04,Sophomore: 45 - 59 hours,AS,Y,Y
138578,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138580,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,01,Freshman: 0 - 14 hours,AS,Y,Y
138585,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,BINM,Building Information Modeling,02,Freshman: 15 - 29 hours,AS,Y,Y
138585,202020,Spring 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,02,Freshman: 15 - 29 hours,AS,Y,Y
138585,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,02,Freshman: 15 - 29 hours,AS,Y,Y
138594,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138597,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,02,Freshman: 15 - 29 hours,AS,Y,Y
138597,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,02,Freshman: 15 - 29 hours,AS,Y,Y
138626,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138653,202010,Fall 2019,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
138661,202020,Spring 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,04,Sophomore: 45 - 59 hours,AS,Y,Y
138665,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138675,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,PHYS,Physics,03,Sophomore: 30 - 44 hours,AS,Y,Y
138676,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,04,Sophomore: 45 - 59 hours,AS,Y,Y
138686,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138697,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138706,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138707,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138783,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138822,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
138879,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
138901,202020,Spring 2020,Y,PWL,West Lafayette,M,School of Management,PECN,Pre Economics,03,Sophomore: 30 - 44 hours,AS,Y,Y
138919,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138924,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,06,Junior: 75 - 89 hours,AS,Y,Y
138926,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138939,202010,Fall 2019,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,01,Freshman: 0 - 14 hours,AS,Y,Y
138972,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,03,Sophomore: 30 - 44 hours,AS,Y,Y
138974,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
138976,202020,Spring 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
138978,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,ROET,Robotics Engr Technology,02,Freshman: 15 - 29 hours,AS,Y,Y
138986,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
138989,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
138991,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139004,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
139008,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
139014,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
139018,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139019,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139028,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139031,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139032,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139035,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139037,202110,Fall 2020,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
139064,202110,Fall 2020,Y,PWL,West Lafayette,LA,College of Liberal Arts,POL,Political Science,04,Sophomore: 45 - 59 hours,AS,Y,Y
139076,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,02,Freshman: 15 - 29 hours,AS,Y,Y
139095,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
139109,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
139116,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,03,Sophomore: 30 - 44 hours,AS,Y,Y
139116,202110,Fall 2020,N,PWL,West Lafayette,LA,College of Liberal Arts,CSTN,Cornerstone,03,Sophomore: 30 - 44 hours,AS,Y,Y
139124,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,02,Freshman: 15 - 29 hours,AS,Y,Y
139213,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139268,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139287,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,WEPD,Web Programming & Design,03,Sophomore: 30 - 44 hours,AS,Y,Y
139329,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
139329,202020,Spring 2020,N,PWL,West Lafayette,PI,Polytechnic Institute,MHET,Mechatronics Engr Tech,04,Sophomore: 45 - 59 hours,AS,Y,Y
139332,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
139333,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
139359,202010,Fall 2019,Y,PWL,West Lafayette,US,Exploratory Studies,UNEX,Explorers,02,Freshman: 15 - 29 hours,AS,Y,Y
139376,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,PLSI,Planetary Sciences,03,Sophomore: 30 - 44 hours,AS,Y,Y
139381,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139388,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139409,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139410,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139415,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139427,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139440,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139447,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139456,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AUAS,Unmanned Aerial Systems,02,Freshman: 15 - 29 hours,AS,Y,Y
139469,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,01,Freshman: 0 - 14 hours,AS,Y,Y
139614,202020,Spring 2020,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,03,Sophomore: 30 - 44 hours,AS,Y,Y
139615,202010,Fall 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139637,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,BIOL,Biology,05,Junior: 60 - 74 hours,AS,Y,Y
139642,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
139708,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139710,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139711,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139729,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,04,Sophomore: 45 - 59 hours,AS,Y,Y
139739,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139742,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,EETC,Electrical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
139749,202110,Fall 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,BBS,Brain and Behavioral Sci,04,Sophomore: 45 - 59 hours,AS,Y,Y
139749,202110,Fall 2020,N,PWL,West Lafayette,EU,College of Education,CLDP,Collaborative Leadership,04,Sophomore: 45 - 59 hours,AS,Y,Y
139753,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,GASD,Game Development and Design,03,Sophomore: 30 - 44 hours,AS,Y,Y
139781,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
139797,202020,Spring 2020,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
139828,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CEGT,Computer Engineering Tech,02,Freshman: 15 - 29 hours,AS,Y,Y
