PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,STUDENT_LEVEL,STUDENT_LEVEL_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,PROGRAM,PROGRAM_DESC,DEGREE,DEGREE_DESC,MAJOR,MAJOR_DESC
324211,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324382,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324390,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
324423,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324558,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324657,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324691,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324705,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
324872,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,GEOLOGY-BS,Geology Earth Science-BS,BS,Bachelor of Science,GEOP,Geology & Geophysics
324952,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
325017,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,APPH,Applied Physics
325047,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325104,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325183,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325411,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325475,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
325492,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,APMA,Applied Mathematics
325494,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,ACSC,Actuarial Science
325558,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MACS,Mathematics-Computer Science
325653,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325668,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325683,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,APPH,Applied Physics
325813,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325827,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325869,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325920,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
325964,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
325980,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
325990,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326044,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326079,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326169,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326174,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326205,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
326238,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
326280,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326350,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326354,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326369,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326420,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326431,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326558,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326559,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326620,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
326654,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326706,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326813,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326867,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326960,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326968,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
326977,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,PECN,Pre Economics
327054,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327090,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAENT-BS,Aeronautic Engr Technology-BS,BS,Bachelor of Science,AENT,Aeronautic Engr Technology
327123,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327176,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,APMA,Applied Mathematics
327203,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
327249,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
327306,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327340,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
327340,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
327359,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
327359,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
327433,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327643,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
327675,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327676,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327892,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
327951,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,STAT-BS,Statistics-BS,BS,Bachelor of Science,STAP,Applied Statistics
328342,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
328363,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
328561,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
328595,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
328612,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
328675,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
328930,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
328967,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
329019,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,APPH,Applied Physics
329069,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329104,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329175,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329275,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329444,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,APMA,Applied Mathematics
329482,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
329517,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329535,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
329535,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,GASD,Game Development and Design
329555,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329603,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329768,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329887,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
329929,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330005,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330020,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330058,202210,Fall 2021,N,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
330058,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICGT-BS,Comp Graphics Tech-BS,BS,Bachelor of Science,ANIM,Animation
330059,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330112,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
330178,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330252,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330354,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330355,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
330382,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330403,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330431,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
330600,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330615,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,S,College of Science,PHYSICS-BS,Physics-BS,BS,Bachelor of Science,PHYS,Physics
330745,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330765,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330791,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MATH,Mathematics
330895,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330940,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
330948,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
331025,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331066,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331119,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
331169,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331222,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331273,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331310,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331325,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331374,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331407,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331514,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331523,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331574,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,CS,Computer Science
331639,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331645,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331712,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331739,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331905,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
331925,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,S,College of Science,MATH-BS,Mathematics-BS,BS,Bachelor of Science,MATH,Mathematics
331941,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
331952,202210,Fall 2021,Y,UG,Undergraduate,01,Freshman: 0 - 14 hours,PWL,West Lafayette,S,College of Science,SCIENCE-DS,Science,DS,Degree Seeking,SUND,Science
332000,202210,Fall 2021,Y,UG,Undergraduate,02,Freshman: 15 - 29 hours,PWL,West Lafayette,US,Exploratory Studies,UNIV-EXPLOR,University Explorers,DS,Degree Seeking,UNEX,Explorers
