PUID_SIX,SATR EBRW,SATR Math,SATR Total,SAT_Critical_Reading_OLD,SAT Mathematics_OLD,ACT English,ACT Math,ACT Reading,ACT Science Reasoning,ACT Composite,ACT Combined English/Writing
236540,580,640,1200,,,26,28,27,25,27,
236543,,,,,,30,30,30,25,28,
236561,560,620,1150,,,,,,,,
236610,,,,,,33,34,33,34,33,
236620,640,700,1340,,,28,31,36,33,32,
236629,640,700,1340,,,,,,,,
236633,,,,,,28,30,25,30,26,
236781,690,710,1400,,,35,33,34,33,33,
236806,680,680,1360,,,32,34,34,31,32,
236822,580,540,1110,,,,,,,,
236842,650,620,1270,,,,,,,,
236849,580,760,1330,,,,,,,,
236858,640,610,1230,,,,,,,,
236905,,,,,,35,35,34,35,35,
236912,610,590,1160,,,26,24,23,24,24,
236913,580,690,1250,,,26,25,24,22,24,
236928,780,790,1570,,,34,32,35,35,34,
236929,,,,,,29,32,36,36,33,
236938,,,,,,33,35,36,34,33,
236939,640,620,1260,,,25,26,28,32,28,
236990,570,660,1230,,,21,33,21,26,25,
236999,680,660,1340,,,34,29,33,30,31,
237046,660,710,1370,,,,,,,,
237054,560,570,1130,,,20,22,24,25,23,
237057,700,720,1420,,,35,31,34,32,32,
237079,760,760,1520,,,,,,,,
237133,650,600,1250,,,25,28,34,30,29,
237147,620,570,1160,,,26,28,32,22,27,
237230,680,730,1410,,,,,,,,
237260,,,,,,,32,34,35,32,
237267,720,750,1470,,,35,30,35,32,33,
237279,710,680,1390,,,32,34,32,33,33,
237295,690,740,,,,30,35,31,35,32,
237325,610,650,1260,,,34,29,30,29,30,
237328,600,660,1240,,,,,,,,
237408,,,,,,35,30,35,31,33,
237412,510,560,1050,,,18,21,18,14,18,
237416,560,580,1140,,,,,,,,
237418,720,670,1390,,,,,,,,
237439,740,720,,,,,,,,,
237445,670,720,1390,,,35,35,32,35,34,
237452,620,730,1350,,,,,,,,
237463,670,760,1430,,,32,31,34,30,32,
237499,680,780,1460,,,,,,,,
237542,730,750,1480,,,36,36,35,29,34,
237624,610,700,1310,,,,,,,,
237643,660,680,,,,24,34,26,36,30,
237659,630,650,1280,,,35,32,33,34,33,
237702,720,690,1410,,,,,,,,
237705,660,670,1330,,,,,,,,
237713,650,710,1360,,,,,,,,
237717,700,760,1460,,,,,,,,
237750,,,,,,36,34,35,33,34,
237753,,,,,,32,31,34,35,33,
237770,,,,,,27,31,29,33,29,
237797,650,700,1350,,,,,,,,
237807,600,560,1160,,,29,25,34,27,28,
237816,650,670,1320,,,25,29,31,30,29,
237822,580,650,1230,,,,,,,,
237838,650,760,1410,,,,,,,,
237888,680,660,1340,,,30,30,34,33,30,
237898,,,,,,,,,,,
237906,560,710,,,,,,,,,
237934,,,,,,35,31,35,35,34,
237985,720,660,1380,,,32,31,36,29,31,
238070,460,620,1080,,,,,,,,
238201,620,600,1220,,,25,27,31,27,27,
238215,,,,,,33,31,29,31,30,
238218,,,,,,26,30,34,28,29,
238224,700,680,1380,,,30,28,35,31,31,
238255,630,570,1200,,,,,,,,
238256,,,,,,31,28,32,33,31,
238339,,,,,,34,27,34,31,30,
238345,610,650,1260,,,30,35,35,33,32,
238361,,,,,,36,32,36,34,35,
238371,670,730,1390,,,33,32,36,34,32,
238375,690,720,1410,,,32,33,35,30,33,
238396,660,680,1340,,,33,27,32,26,29,
238398,600,770,1360,,,,,,,,
238399,,,,,,25,23,26,27,24,
238412,740,800,1540,,,35,34,36,33,35,
238421,,,,,,32,34,32,30,32,
238423,630,690,1280,,,,,,,,
238428,,,,,,33,31,35,35,34,
238429,630,560,1170,,,26,19,25,25,24,
238438,650,640,1270,,,25,25,32,31,28,
238454,680,680,1360,,,,,,,,
238494,630,620,1240,,,,,,,,
238506,630,750,1380,,,33,34,31,35,33,
238518,660,750,1410,,,,,,,,
238520,750,750,1500,,,33,34,31,33,33,
238538,,,,,,32,30,32,32,32,
238582,580,590,1170,,,,,,,,
238605,550,670,1220,,,,,,,,
238645,580,740,1280,,,,,,,,
238667,750,760,1510,,,35,33,34,34,34,
238689,770,770,1470,,,,,,,,
238697,640,700,1300,,,,,,,,
238724,660,750,1410,,,,,,,,
238729,600,700,1300,,,,,,,,
238739,690,700,1390,,,,,,,,
238744,720,800,1470,,,32,33,36,30,33,
238813,660,770,1430,,,,,,,,
238833,790,770,1560,,,36,36,36,36,36,
238837,,,,,,26,32,22,30,27,
238873,570,600,1170,,,21,27,25,32,26,
238893,630,570,1200,,,,,,,,
238898,620,720,1340,,,,,,,,
238922,650,670,1320,,,,,,,,
238929,770,730,1500,,,,,,,,
238937,,,,,,26,19,19,22,21,
238967,700,710,1410,,,34,32,33,35,34,
239079,,,,,,24,30,33,33,30,
239083,610,720,1310,,,,,,,,
239100,640,690,1260,,,,,,,,
239180,680,700,,,,,,,,,
239225,,,,,,32,28,25,24,26,
239236,660,720,1370,,,,,,,,
239239,620,630,1250,,,26,26,32,27,28,
239241,690,740,1350,,,32,30,35,36,32,
239253,700,730,1390,,,30,30,30,28,30,
239260,,,,,,28,33,34,32,31,
239278,690,770,1460,,,35,31,35,29,33,
239283,750,740,1490,,,,,,,,
239324,640,740,,,,29,30,33,28,30,
239332,610,600,1210,,,,,,,,
239335,670,730,1400,,,,,,,,
239361,420,510,930,,,,,,,,
239366,750,730,1480,,,,,,,,
239399,,,,,,36,33,30,33,33,
239405,710,690,1400,,,35,36,30,31,33,
239406,,,,,,33,35,33,36,34,
239431,600,630,1230,,,,,,,,
239437,750,780,1530,,,35,35,36,29,33,
239491,690,730,1420,,,,,,,,
239509,670,710,,,,,,,,,
239523,670,790,1440,,,32,35,31,33,32,
239524,630,720,1350,,,,,,,,
239578,,,,,,32,30,28,26,29,
239585,580,560,1140,,,,,,,,
239596,640,750,1390,,,,,,,,
239639,,,,,,35,34,36,35,34,
239641,,,,,,33,33,30,29,31,
239655,,,,,,21,26,15,18,19,
239656,530,590,1120,,,24,27,22,28,24,
239690,,,,,,35,31,26,32,30,
239718,620,680,,,,,,,,,
239721,560,560,1120,,,,,,,,
239738,660,600,1250,,,,,,,,
239770,640,690,1330,,,28,31,32,34,31,
239814,,,,,,35,33,35,36,35,
239818,720,730,1450,,,35,30,34,35,33,
239826,750,790,1470,,,29,34,34,34,33,
239835,,,,,,33,35,26,35,32,
239872,530,730,1260,,,,,,,,
239883,,,,,,24,27,23,26,25,
239891,610,580,1190,,,24,26,24,22,23,
239954,,,,,,34,31,30,33,32,
239955,620,710,1330,,,,,,,,
239995,700,800,1450,,,,,,,,
240008,680,670,1340,,,33,30,32,26,30,
240015,,,,,,33,26,32,27,28,
240016,,,,,,35,36,36,36,36,
240024,,,,,,36,35,35,34,35,
240037,740,710,1450,,,,,,,,
240045,620,640,1220,,,21,26,24,22,23,
240061,710,700,1410,,,,,,,,
240075,,,,,,35,33,34,34,34,
240080,620,650,1270,,,31,28,32,27,30,
240109,670,790,1460,,,,,,,,
240142,,,,,,34,31,33,30,32,
240150,,,,,,35,32,28,34,31,
240166,,,,,,32,32,34,32,33,
240179,580,620,1200,,,21,23,17,25,22,
240194,660,650,1310,,,32,28,35,29,31,
240224,,,,,,22,18,23,22,20,
240226,660,640,1300,,,,,,,,
240230,690,740,1430,,,31,34,25,32,31,
240238,,,,,,31,34,36,32,33,
240240,,,,,,30,31,33,35,32,
240263,760,720,1440,,,,,,,,
240300,500,580,1080,,,20,23,23,22,22,
240302,650,680,,,,30,30,27,24,27,
240315,,,,,,31,34,35,36,34,
240338,630,760,1390,,,,,,,,
240351,740,750,1490,,,,,,,,
240413,680,670,1350,,,33,31,34,35,33,
240442,690,730,1420,,,,,,,,
240478,620,720,1320,,,22,31,25,21,25,
240488,700,800,1500,,,,,,,,
240493,650,680,1330,,,35,35,27,31,31,
240500,700,730,1430,,,36,36,32,27,33,
240518,690,770,1460,,,35,34,36,35,35,
240528,570,650,1220,,,25,28,28,26,26,
240557,570,660,1230,,,,,,,,
240603,640,650,1290,,,,,,,,
240636,720,780,1500,,,,,,,,
240682,,,,,,23,26,30,24,25,
240761,590,600,1190,,,,,,,,
240779,,,,,,26,26,34,24,27,
240801,760,730,,,,,,,,,
240842,680,720,1400,,,,,,,,
240862,500,700,1160,,,,,,,,
240867,,,,,,25,30,28,23,27,
240883,,,,,,35,32,33,34,33,
240976,710,710,1410,,,32,30,30,21,28,
240979,720,690,1410,,,,,,,,
240980,680,730,1410,,,34,32,31,27,31,
240983,650,620,1270,,,25,29,32,29,29,
241024,,,,,,34,30,28,34,32,
241034,630,650,1270,,,,,,,,
241041,640,690,1330,,,,,,,,
241049,,,,680,530,,,,,,
241050,630,630,1230,,,24,26,34,26,27,
241063,670,790,1460,,,26,35,35,30,32,
241095,510,580,1090,,,,,,,,
241114,610,630,1240,,,25,27,35,30,29,
241117,750,750,1500,,,33,34,35,34,34,
241135,670,710,1380,,,,,,,,
241139,690,680,1370,,,34,34,34,29,31,
241140,720,630,1330,,,,,,,,
241152,700,780,1450,,,,,,,,
241178,520,560,1080,,,,,,,,
241196,650,750,1400,,,,,,,,
241240,550,600,1150,,,22,26,23,22,23,
241247,660,790,1440,,,,,,,,
241264,670,800,1450,,,,,,,,
241267,650,660,1310,,,28,27,23,25,26,
241268,680,740,1420,,,35,34,35,34,35,
241304,600,600,1200,,,,,,,,
241362,540,610,1150,,,,,,,,
241432,590,740,1280,,,28,30,30,28,29,
241448,720,800,1520,,,,,,,,
241487,690,770,1460,,,,,,,,
241549,580,740,1320,,,,,,,,
241577,650,730,1380,,,,,,,,
241674,580,760,1290,,,,,,,,
241692,660,700,1360,,,22,30,22,27,25,
241697,670,660,1300,,,,,,,,
241709,590,630,1180,,,26,24,22,22,24,
241718,640,650,1290,,,,,,,,
241736,630,670,1300,,,33,29,33,29,30,
241746,,,,,,30,30,32,33,31,
241778,670,700,1320,,,,,,,,
241825,700,690,1390,,,,,,,,
241849,790,790,1580,,,,,,,,
241859,,,,,,27,32,34,28,29,
241929,710,660,1370,,,31,30,36,27,31,
241957,570,600,1160,,,22,26,24,29,25,
241961,650,770,1400,,,,,,,,
241964,,,,,,28,27,31,28,28,
241981,570,670,1220,,,24,23,22,24,23,
241995,,,,,,22,30,22,26,25,
241998,620,650,1270,,,,,,,,
242008,,,,,,34,31,32,34,32,
242028,,,,,,34,30,30,32,31,
242030,650,640,1290,,,30,30,27,32,29,
242043,,,,,,35,33,35,35,35,
242092,,,,,,30,27,36,35,31,
242127,770,790,1530,,,,,,,,
242150,710,760,1470,,,35,32,33,23,30,
242159,600,580,1180,,,,,,,,
242167,560,770,1320,,,,,,,,
242207,720,750,1470,,,32,35,36,35,35,
242209,,,,,,36,29,35,26,32,
242247,640,640,1280,,,,,,,,
242313,,,,,,33,33,34,33,33,
242325,750,760,,,,,,,,,
242377,640,670,1310,,,,,,,,
242391,650,680,1330,,,,,,,,
242395,650,720,1370,,,,,,,,
242435,690,720,1410,,,28,31,32,35,32,
242470,540,600,1130,,,24,26,25,26,25,
242502,680,770,1440,,,,,,,,
242518,650,690,,,,,,,,,
242547,,,,,,32,29,33,35,32,
242578,700,750,1450,,,,,,,,
242581,640,670,1310,,,,,,,,
242584,650,680,1330,,,24,28,24,28,26,
242619,580,620,1170,,,,,,,,
242623,740,720,1460,,,,,,,,
242638,670,690,,,,,,,,,
242641,470,530,1000,,,18,19,18,24,20,
242654,650,770,1420,,,27,31,33,32,31,
242679,620,580,1180,,,,,,,,
242713,580,770,1350,,,,,,,,
242728,490,590,1080,,,,,,,,
242742,590,770,1360,,,,,,,,
242766,,,,,,29,26,34,34,31,
242898,,,,,,35,33,36,34,35,
242925,650,740,1390,,,,,,,,
242977,630,670,1260,,,,,,,,
242997,,,,,,34,30,28,28,30,
243031,720,780,1500,,,,,,,,
243035,650,780,1430,,,,,,,,
243060,600,720,1280,,,,,,,,
243095,730,700,1410,,,,,,,,
243103,630,750,1380,,,,,,,,
243111,650,700,1350,,,29,29,29,28,29,
243116,680,710,1390,,,30,29,27,26,28,
243121,670,700,1370,,,,,,,,
243136,660,670,1330,,,28,30,24,30,28,
243152,720,740,1460,,,,,,,,
243153,680,740,1400,,,,,,,,
243170,,,,,,33,32,35,29,32,
243202,660,600,1260,,,,,,,,
243203,710,770,1480,,,,,,,,
243210,760,780,1490,,,,,,,,
243211,680,770,1420,,,25,28,24,24,25,
243226,690,620,,,,29,30,32,33,31,
243231,720,600,1290,,,24,26,27,23,25,
243302,,,,,,35,31,34,31,33,
243327,660,790,1450,,,,,,,,
243342,610,780,1370,,,,,,,,
243411,650,770,1420,,,25,31,25,29,27,
243439,590,620,1210,,,24,27,21,24,24,
243456,710,690,1400,,,34,29,36,32,32,
243460,560,550,1110,,,21,19,20,19,20,
243493,640,750,1390,,,,,,,,
243506,670,660,1330,,,,,,,,
243507,630,720,1350,,,35,32,34,35,34,
243532,,,,,,35,31,34,35,33,
243555,620,620,1240,,,24,27,30,30,28,
243680,,,,,,25,30,28,32,27,
243686,610,600,1210,,,,,,,,
243710,620,590,1210,,,,,,,,
243751,,,,,,36,34,28,33,32,
243783,,,,,,34,32,34,36,34,
243786,,,,,,35,33,35,34,34,
243807,,,,,,32,30,35,34,33,
243809,610,680,1290,,,,,,,,
243827,680,790,1450,,,,,,,,
243858,630,750,1380,,,,,,,,
243875,680,750,1430,,,34,35,36,33,34,
243905,,,,,,31,29,34,27,30,
243941,,,,,,26,27,26,30,27,
243991,,,,,,35,32,36,36,34,
243993,580,530,,,,,,,,,
243997,690,790,1480,,,,,,,,
244159,620,670,1290,,,,,,,,
244222,680,730,1410,,,,,,,,
244253,,,,,,34,29,35,32,33,
244294,700,770,,,,,,,,,
244316,670,760,1430,,,,,,,,
244317,730,770,1450,,,,,,,,
244322,620,670,1290,,,29,29,30,29,29,
244355,570,610,1180,,,32,26,27,24,27,
244394,680,760,1440,,,,,,,,
244416,730,770,1470,,,,,,,,
244423,,,,,,33,34,34,34,34,
244431,640,680,1280,,,,,,,,
244433,700,680,1360,,,,,,,,
244435,670,770,1440,,,,,,,,
244438,640,770,1360,,,,,,,,
244445,750,760,1510,,,,,,,,
244478,680,710,1390,,,32,26,32,28,28,
244544,700,720,1420,,,30,29,27,35,30,
244545,650,730,1370,,,,,,,,
244546,710,660,1370,,,34,29,35,33,32,
244588,710,750,1460,,,,,,,,
244590,680,770,1450,,,,,,,,
244704,610,560,1170,,,,,,,,
244711,740,800,1540,,,36,35,36,34,35,
244739,650,670,1320,,,30,29,29,26,29,
244749,570,600,1170,,,27,27,32,25,27,
244758,680,680,1340,,,,,,,,
244827,760,640,1390,,,35,31,33,33,32,
244828,800,800,1600,,,,,,,,
244845,,,,,,34,31,31,31,32,
244848,680,680,1310,,,,,,,,
244851,,,,,,32,34,35,29,31,
244869,660,670,1330,,,,,,,,
244874,,,,,,27,28,26,27,27,
244893,690,800,1490,,,35,36,35,36,36,
244934,630,750,1350,,,,,,,,
245010,670,770,1440,,,33,31,31,36,33,
245024,,,,,,25,28,27,30,27,
245071,650,640,1290,,,27,30,34,34,31,
245072,,,,,,32,34,31,34,33,
245092,510,540,1050,,,23,27,23,25,24,
245104,690,550,1240,,,,,,,,
245152,580,750,1300,,,24,32,20,23,25,
245155,,,,,,29,33,32,28,31,
245158,650,710,1360,,,33,33,24,35,31,
245163,670,610,1250,,,27,29,34,25,28,
245174,660,750,1410,,,30,32,30,33,31,
245180,660,670,1330,,,,,,,,
245208,,,,,,36,29,35,33,32,
245225,570,700,1270,,,,,,,,
245257,650,730,1380,,,32,36,31,33,33,
245265,770,790,1560,,,,,,,,
245301,,,,,,35,31,34,31,33,
245363,,,,,,33,30,32,27,31,
245419,650,620,1270,,,,,,,,
245437,650,780,1430,,,34,35,32,29,33,
245439,630,730,1340,,,29,34,27,27,28,
245458,,,,,,32,25,33,25,29,
245461,700,770,1470,,,,,,,,
245478,680,740,1420,,,34,33,30,33,33,
245498,650,770,1410,,,,,,,,
245506,750,770,1520,,,,,,,,
245507,620,640,1260,,,31,32,33,30,30,
245520,660,650,1290,,,,,,,,
245526,660,690,1350,,,,,,,,
245552,620,660,1280,,,25,35,35,31,32,
245555,580,590,1170,,,22,24,25,25,23,
245558,,,,,,25,25,23,26,25,
245569,670,690,1330,,,,,,,,
245588,670,650,1320,,,33,31,34,30,31,
245594,,,,,,35,31,35,33,33,
245596,760,790,1520,,,33,33,29,26,30,
245610,640,600,1240,,,25,27,34,31,29,
245629,,,,,,29,31,34,29,29,
245639,,,,,,33,35,35,35,33,
245645,580,700,1250,,,,,,,,
245666,630,620,1240,,,,,,,,
245740,770,790,1560,,,35,33,36,36,35,
245781,670,760,1420,,,,,,,,
245790,620,710,1330,,,,,,,,
245795,,,,,,27,34,32,35,31,
245855,730,790,1470,,,,,,,,
245856,630,670,1300,,,25,30,27,25,27,
245864,610,690,1290,,,23,26,27,26,26,
245877,570,790,1320,,,,,,,,
245895,,,,,,26,28,29,34,29,
245901,630,770,1400,,,,,,,,
245954,630,670,1300,,,,,,,,
245964,470,540,1000,,,14,18,12,20,16,
246061,700,740,1440,,,36,35,36,35,34,
246077,,,,,,33,27,32,31,31,
246141,,,,,,33,33,32,29,32,
246161,690,660,1340,,,34,30,36,33,33,
246168,630,720,1320,,,,,,,,
246180,690,770,1440,,,,,,,,
246246,530,630,1160,,,21,29,32,26,27,
246283,490,530,990,,,,,,,,
246352,660,740,1400,,,33,30,30,35,32,
246386,720,690,1400,,,,,,,,
246406,,,,,,33,35,31,33,32,
246443,590,570,1160,,,,,,,,
246474,640,750,1380,,,,,,,,
246478,,,,,,24,26,25,23,25,
246498,,,,,,32,34,34,35,33,
246501,640,710,1310,,,31,30,28,30,29,
246507,680,730,1400,,,,,,,,
246549,670,680,1350,,,31,31,31,33,30,
246562,,,,,,31,24,35,26,29,
246568,570,540,1110,,,,,,,,
246575,600,630,1200,,,,,,,,
246576,750,710,1460,,,35,31,33,31,33,
246579,710,730,1440,,,36,32,35,27,32,
246645,,,,,,34,31,30,32,32,
246647,640,680,1320,,,27,30,33,34,30,
246650,660,700,1360,,,,,,,,
246655,,,,,,33,35,34,34,34,
246659,700,780,1480,,,,,,,,
246712,580,530,1110,,,,,,,,
246723,740,760,1500,,,30,35,34,31,33,
246742,580,700,1280,,,,,,,,
246757,690,740,1430,,,32,27,32,31,31,
246830,550,610,1160,,,,,,,,
246833,730,710,1440,,,,,,,,
246854,670,750,1410,,,33,30,32,34,32,
246857,620,640,1260,,,,,,,,
246861,710,690,1400,,,,,,,,
246888,650,800,1450,,,,,,,,
246902,550,680,1230,,,,,,,,
246918,,,,,,26,27,25,30,27,
246929,680,680,1360,,,34,30,32,30,30,
246958,710,700,1410,,,,,,,,
246996,,,,,,31,32,33,34,32,
247000,670,700,1360,,,,,,,,
247028,570,670,1240,,,24,29,26,24,26,
247031,570,640,1210,,,22,28,23,24,24,
247034,640,660,1300,,,,,,,,
247055,660,720,1380,,,30,31,32,34,31,
247059,,,,,,30,30,30,25,29,
247073,660,630,1270,,,24,28,32,28,28,
247086,760,740,,,,,,,,,
247175,,,,,,31,32,34,28,31,
247198,580,630,1210,,,,,,,,
247211,600,610,1210,,,,,,,,
247259,,,,,,33,30,36,35,34,
247292,,,,,,35,30,35,33,33,
247331,,,,,,33,29,36,31,32,
247332,710,680,1390,,,,,,,,
247389,660,660,1320,,,,,,,,
247423,640,710,1330,,,,,,,,
247435,490,510,1000,,,21,19,19,22,20,
247440,700,780,1480,,,30,33,34,32,32,
247444,,,,,,24,28,23,27,26,
247471,610,800,1400,,,,,,,,
247477,620,690,1310,,,33,30,32,27,31,
247480,,,,,,31,27,32,29,28,
247507,700,680,1380,,,35,31,22,26,28,
247511,,,,,,29,26,33,29,28,
247512,690,730,1400,,,31,30,28,25,28,
247514,660,670,1330,,,34,28,27,29,30,
247566,,,,,,32,34,33,35,34,
247622,,,,,,32,33,29,30,31,
247654,640,570,1210,,,,,,,,
247664,540,670,1210,,,,,,,,
247670,610,610,1220,,,,,,,,
247692,690,780,1450,,,,,,,,
247705,700,680,1360,,,,,,,,
247717,700,710,1410,,,28,32,25,26,28,
247718,690,790,1480,,,,,,,,
247790,600,720,1320,,,27,28,24,27,26,
247827,680,670,1340,,,,,,,,
247853,,,,,,35,29,33,34,33,
247858,730,700,1370,,,34,30,32,28,31,
247862,610,700,1310,,,25,29,34,30,30,
247866,,,,,,29,29,30,34,29,
247892,,,,,,24,29,27,26,27,
247977,680,590,1270,,,35,25,34,32,32,
247990,,,,,,28,35,33,35,32,
248018,640,790,1430,,,,,,,,
248098,600,590,1170,,,21,24,30,23,25,
248105,670,730,1400,,,,,,,,
248148,,,,,,35,30,34,33,33,
248179,710,670,,,,31,28,29,30,30,
248208,,,,,,35,36,35,33,35,
248211,,,,,,32,34,31,33,31,
248260,570,800,,,,,,,,,
248313,580,780,1350,,,,,,,,
248334,640,640,1280,,,,,,,,
248390,580,530,1110,,,22,20,24,23,22,
248420,,,,,,31,28,33,30,31,
248423,640,580,1220,,,27,24,33,24,27,
248425,660,670,1330,,,36,29,32,35,33,
248449,,,,,,30,35,31,34,33,
248453,700,760,1430,,,,,,,,
248490,760,700,1460,,,35,30,36,35,34,
248493,,,,,,33,24,35,28,30,
248509,640,680,1320,,,,,,,,
248512,600,610,,,,,,,,,
248527,700,630,1330,,,29,28,30,28,29,
248564,,,,,,23,31,20,24,25,
248581,790,760,1550,,,,,,,,
248630,,,,,,31,30,36,36,32,
248640,600,750,1280,,,,,,,,
248651,530,600,1120,,,,,,,,
248673,,,,,,35,34,35,34,34,
248693,580,750,1300,,,,,,,,
248709,,,,,,28,33,33,29,31,
248728,670,660,1290,,,29,27,36,33,31,
248735,680,790,,,,33,34,31,34,32,
248739,550,680,1230,,,,,,,,
248755,,,,,,34,35,33,33,32,
248756,,,,,,32,32,35,29,31,
248764,700,730,,,,,,,,,
248789,750,750,1500,,,,,,,,
248818,670,660,1330,,,27,28,25,24,26,
248825,530,610,,,,,,,,,
248877,680,730,1410,,,,,,,,
248878,,,,,,21,29,22,24,24,
248932,,,,,,33,33,33,33,33,
248954,620,600,1210,,,25,25,32,22,26,
248961,550,600,1150,,,21,25,17,23,22,
248964,670,670,1340,,,33,29,33,29,31,
248977,,,,,,33,27,34,26,30,
248979,700,700,1350,,,,,,,,
248991,730,710,1440,,,,,,,,
249000,,,,,,35,32,28,32,32,
249030,680,680,,,,,,,,,
249042,610,560,1170,,,22,24,25,26,24,
249046,670,660,1330,,,33,29,35,33,32,
249063,610,720,1330,,,,,,,,
249092,720,680,1400,,,,,,,,
249124,610,800,1410,,,,,,,,
249136,690,670,1330,,,27,26,32,28,28,
249141,710,750,1450,,,34,32,34,33,32,
249165,630,630,1230,,,,,,,27,
249186,,,,,,29,30,27,32,29,
249202,590,570,1160,,,20,25,19,22,22,
249261,650,790,1440,,,34,34,35,31,32,
249329,600,590,1190,,,,,,,,
249332,690,800,1480,,,,,,,,
249393,570,650,1220,,,28,34,25,31,30,
249406,620,770,1390,,,,,,,,
249527,620,620,1190,,,,,,,,
249545,590,650,1240,,,34,31,30,31,32,
249552,670,790,1450,,,,,,,,
249554,650,730,1380,,,23,26,33,29,28,
249556,630,720,1350,,,,,,,,
249567,700,700,1400,,,,,,,,
249570,650,770,1370,,,,,,,,
249573,540,600,1140,,,18,26,25,25,24,
249590,630,680,1310,,,,,,,,
249592,700,670,1370,,,33,25,25,29,28,
249674,740,750,1490,,,,,,,,
249680,700,580,1280,,,35,26,33,26,30,
249709,620,680,1300,,,,,,,,
249724,,,,,,34,30,30,33,32,
249742,580,670,1250,,,,,,,,
249750,640,590,1230,,,27,25,26,23,25,
249772,650,770,,,,,,,,,
249782,710,800,1510,,,,,,,,
249803,,,,,,35,35,32,34,33,
249848,490,620,,,,20,24,16,22,21,
249850,660,710,1370,,,28,35,35,29,32,
249870,600,630,1220,,,,,,,,
249916,720,710,1430,,,,,,,,
249924,570,610,1180,,,25,31,32,31,30,
249930,,,,,,32,26,32,33,31,
249936,620,660,1280,,,,,,,,
249938,650,750,1400,,,,,,,,
249945,620,590,1210,,,,,,,,
249961,690,730,1420,,,36,34,32,28,32,
249979,,,,,,31,33,35,33,33,
249990,700,780,1420,,,33,35,35,32,33,
250012,490,510,1000,,,17,24,21,19,20,
250072,,,,,,36,34,34,36,35,
250109,630,710,1340,,,,,,,,
250120,,,,,,33,28,34,32,32,
250144,710,740,1450,,,,,,,,
250168,610,630,1210,,,,,,,,
250191,630,620,1250,,,25,28,32,25,28,
250216,710,670,1380,,,34,30,31,31,31,
250224,650,780,1430,,,,,,,,
250290,480,540,1020,,,,,,,,
250301,700,770,,,,,,,,,
250303,720,740,1440,,,34,35,36,35,35,
250324,750,750,1500,,,36,36,35,35,35,
250331,660,570,1230,,,27,28,34,27,28,
250352,660,720,1380,,,,,,,,
250362,580,800,1360,,,,,,,,
250384,650,650,1300,,,32,29,34,31,31,
250393,,,,,,30,31,36,35,33,
250405,640,670,1310,,,27,29,32,34,30,
250410,490,540,1030,,,15,17,19,17,17,
250514,740,720,1460,,,,,,,,
250534,650,790,1440,,,,,,,,
250601,670,740,1410,,,34,31,31,31,31,
250639,590,790,1380,,,,,,,,
250665,640,760,1400,,,28,35,33,32,32,
250716,670,760,,,,33,33,33,31,32,
250731,620,670,1290,,,23,32,34,35,31,
250738,710,780,1490,,,,,,,,
250797,670,710,1380,,,,,,,,
250799,,,,,,33,34,32,36,34,
250811,,,,,,28,30,33,33,30,
250837,570,550,1120,,,,,,,,
250946,660,770,1430,,,,,,,,
250998,760,740,1500,,,,,,,,
251032,530,560,1090,,,,,,,,
251040,600,630,1210,,,24,24,28,26,25,
251042,,,,,,31,30,30,32,30,
251083,700,620,1320,,,,,,,,
251085,710,730,,,,,,,,,
251089,710,640,1350,,,,,,,,
251105,660,670,1330,,,34,29,22,26,27,
251113,,,,,,34,33,32,34,32,
251198,,,,,,32,30,32,33,32,
251213,720,710,1430,,,36,31,33,29,32,
251216,660,650,1310,,,35,27,33,26,30,
251237,,,,,,32,29,30,32,30,
251239,740,700,,,,,,,,,
251248,620,560,1180,,,,,,,,
251260,610,610,1220,,,,,,,,
251283,580,580,1160,,,19,24,22,23,22,
251285,,,,,,31,34,28,33,32,
251300,610,680,1290,,,,,,,,
251308,,,,,,30,29,35,30,30,
251333,,,,,,32,28,34,32,31,
251340,660,640,,,,24,31,32,29,29,
251357,630,550,1180,,,30,25,32,24,27,
251360,680,690,1370,,,31,29,34,35,32,
251373,670,710,1380,,,,,,,,
251401,670,800,1470,,,,,,,,
251421,560,590,1150,,,,,,,,
251425,,,,,,35,28,32,34,31,
251427,660,650,1310,,,32,27,31,27,29,
251439,670,730,1400,,,28,27,28,26,27,
251475,670,750,1420,,,,,,,,
251491,,,,,,36,30,35,35,34,
251500,660,690,1320,,,,,,,,
251522,710,690,1400,,,,,,,,
251537,620,680,1300,,,26,30,30,30,29,
251555,600,800,1340,,,,,,,,
251590,670,660,1330,,,,,,,,
251593,650,770,1420,,,,,,,,
251605,610,640,1250,,,21,32,27,27,27,
251631,,,,,,33,31,35,35,34,
251639,600,630,1230,,,,,,,,
251665,650,730,1380,,,20,28,19,28,24,
251684,540,600,1120,,,17,22,23,18,20,
251715,,,,,,35,35,36,35,34,
251736,690,730,1420,,,32,32,35,33,33,
251743,580,600,1160,,,23,27,27,26,25,
251806,,,,,,28,28,33,33,30,
251807,,,,,,34,30,33,30,31,
251833,,,,,,33,30,32,34,30,
251860,,,,,,35,30,36,36,34,
251874,,,,,,34,30,32,33,32,
251875,670,690,1340,,,34,25,32,27,30,
251877,720,800,1520,,,,,,,,
251915,,,,,,36,36,30,33,34,
251918,700,790,1490,,,33,32,32,35,33,
251920,680,620,1300,,,,,,,,
251924,710,740,1410,,,30,29,27,25,28,
252005,,,,,,32,35,34,36,34,
